nt,Ladder,GOLLDaFull
8244.190176540384,0.1097706,-0.01750163
8223.736569349832,0.1354183,-0.02595985
8203.30148961295,0.1368395,-0.02894178
8182.88497532829,0.1205365,-0.01609668
8162.487064510405,0.08776769,-0.004442761
8142.107795189696,0.05916214,0.00241757
8121.747205412111,0.04956915,0.0118955
8101.4053332389285,0.06859951,0.01851942
8081.082216746569,0.0904175,0.009464395
8060.77789402632,0.1335699,0.003997883
8040.49240318414,0.1695877,-0.007209541
8020.225782340408,0.1972742,-0.0130771
7999.978069629695,0.2014314,-0.01846705
7979.749303200508,0.1948696,-0.0160645
7959.5395212151,0.1930367,-0.007320614
7939.348761849156,0.209087,-0.005529035
7919.177063291644,0.2354981,-0.01467931
7899.0244637444985,0.2706917,-0.04789751
7878.891001422434,0.2700717,-0.07916101
7858.776714552622,0.24393,-0.08104345
7838.681641374565,0.2176895,-0.07925534
7818.605820139724,0.2141784,-0.07224537
7798.5492891113445,0.2314521,-0.05698648
7778.512086564176,0.2632616,-0.0246511
7758.494250784245,0.2980506,-0.01065711
7738.495820068601,0.3141052,-0.02732079
7718.51683272497,0.2821391,-0.03690724
7698.557327071689,0.2409067,-0.02534362
7678.617341437244,0.2132907,-0.006015791
7658.696914160113,0.1951564,0.01226818
7638.796083588525,0.18438,0.025468
7618.914888080143,0.193552,0.04054099
7599.053366001809,0.2432771,0.01916013
7579.211555729306,0.307408,0.002565497
7559.389495647049,0.3572236,0.02323763
7539.587224147862,0.406192,0.04873258
7519.804779632674,0.4358852,0.07106928
7500.042200510258,0.4329602,0.0733351
7480.299525196943,0.4192604,0.0803374
7460.5767921163715,0.4228362,0.06265039
7440.874039699189,0.4720601,0.04886438
7421.1913063827715,0.536153,0.06597587
7401.528630610967,0.5757134,0.08014668
7381.886050833784,0.5899306,0.09681677
7362.263605507147,0.5968975,0.1077623
7342.661333092524,0.6027756,0.09300721
7323.079272056757,0.6172004,0.06070837
7303.517460871708,0.6573604,0.02192939
7283.975938013947,0.7365336,0.02334809
7264.454741964526,0.7947378,0.04840332
7244.953911208612,0.8507192,0.05751434
7225.473484235272,0.8609018,0.0555266
7206.013499537097,0.8752042,0.04598481
7186.573995609938,0.8987601,0.02157691
7167.155010952645,0.9266098,-0.00743099
7147.756584066657,1.02946,-0.009146471
7128.378753455829,1.147187,0.00711746
7109.021557626051,1.242431,0.02238696
7089.685035084935,1.32866,0.01367192
7070.36922434151,1.36146,-0.0005820435
7051.074163905976,1.461275,-0.01233475
7031.7998922893,1.563631,-0.02930048
7012.546448002942,1.717356,-0.02616674
6993.313869558583,1.877108,-0.02066249
6974.102195467687,1.982705,-0.008674808
6954.911464241325,2.047632,0.004576981
6935.741714389746,2.14258,-0.003627865
6916.592984422118,2.197723,-0.02870612
6897.465312846163,2.265282,-0.05910615
6878.358738167867,2.37436,-0.07842108
6859.273298891075,2.505714,-0.07246037
6840.209033517288,2.620588,-0.04366991
6821.165980545208,2.725797,-0.008459847
6802.144178470458,2.805692,0.005331986
6783.143665785277,2.905371,-0.01436662
6764.164480978112,2.974708,-0.03065308
6745.206662533324,3.110566,-0.04050525
6726.270248930824,3.214383,-0.05338979
6707.355278645785,3.327508,-0.05711226
6688.461790148201,3.495245,-0.05765166
6669.58982190263,3.63211,-0.06216559
6650.7394123677805,3.741855,-0.07204568
6631.910599996232,3.822701,-0.07316308
6613.103423233961,3.961637,-0.05060724
6594.3179205201495,4.074508,-0.0297358
6575.554130286695,4.217713,-0.0239765
6556.812090957912,4.351762,-0.04144733
6538.091840950151,4.408369,-0.04239344
6519.393418671477,4.386402,-0.03987245
6500.716862521231,4.341595,-0.0381054
6482.062210889732,4.297624,-0.02055735
6463.429502157904,4.403541,0.002534146
6444.818774696817,4.503223,0.03014967
6426.230066867484,4.557726,0.04427282
6407.66341702029,4.554428,0.05162371
6389.1188634947985,4.572676,0.05928876
6370.596444619222,4.641484,0.03337958
6352.096198710144,4.697845,-0.002040506
6333.618164072115,4.724203,-0.01339602
6315.1623789972355,4.730684,-0.03546993
6296.728881764787,4.644236,-0.04760967
6278.317710640879,4.506361,-0.05313054
6259.928903878006,4.42208,-0.05571911
6241.562499714684,4.401607,-0.05530299
6223.218536375067,4.37812,-0.05696714
6204.8970520685425,4.37162,-0.04049088
6186.598084989274,4.370142,-0.03252999
6168.321673315935,4.375222,-0.03710324
6150.067855211187,4.373785,-0.02560508
6131.836668821307,4.384608,-0.01727685
6113.6281522758445,4.418709,-0.02093296
6095.442343687087,4.282504,-0.02375425
6077.279281149791,4.011229,-0.02704239
6059.139002740678,3.754462,-0.03025573
6041.021546518047,3.497864,-0.03728522
6022.926950521342,3.365006,-0.04563094
6004.855252770791,3.323096,-0.04792072
5986.806491266908,3.299408,-0.0536613
5968.780703990136,3.2221,-0.05053326
5950.777928900356,3.10494,-0.03908298
5932.798203936542,3.108365,-0.02636554
5914.8415670162585,3.130883,-0.00490631
5896.908056035277,3.136031,0.01460103
5878.997708867116,3.165816,0.02922993
5861.110563362623,3.147664,0.03765289
5843.246657349519,3.074066,0.005594491
5825.406028632,2.938322,-0.0224346
5807.588714990227,2.735656,-0.03890157
5789.794754179958,2.582984,-0.04863386
5772.024183932033,2.416326,-0.03823435
5754.277041951999,2.324819,-0.02605313
5736.55336591958,2.278997,-0.01838029
5718.853193488274,2.228246,-0.02419725
5701.176562284929,2.152074,-0.0383046
5683.523509909178,2.105517,-0.03276762
5665.894073933116,2.098035,-0.02091908
5648.288291900725,2.160842,-0.01784627
5630.706201327483,2.181057,-0.0167685
5613.14783969986,2.201585,-0.0255507
5595.613244474857,2.097581,-0.02786199
5578.102453079583,1.947787,-0.03358256
5560.615502910684,1.825536,-0.01755168
5543.152431333974,1.74128,-0.01048279
5525.7132756838755,1.676194,-0.02119424
5508.298073263009,1.545323,0.001443624
5490.9068613416575,1.488401,0.03619766
5473.539677157322,1.483168,0.04998457
5456.196557914196,1.496668,0.04233428
5438.877540782727,1.534995,0.03281715
5421.582662899065,1.527097,0.02570701
5404.311961364647,1.479669,0.002373234
5387.065473245623,1.454726,0.002666685
5369.843235572424,1.416181,0.03269574
5352.645285339216,1.439801,0.04730776
5335.471659503429,1.460376,0.02923597
5318.322394985232,1.515551,0.005197333
5301.197528667035,1.526529,-0.01529967
5284.097097392996,1.484823,-0.02571953
5267.0211379684815,1.451926,-0.03150759
5249.969687159559,1.467853,-0.002942681
5232.942781692522,1.436644,0.03275042
5215.940458253297,1.43632,0.04803056
5198.962753487011,1.463569,0.03374166
5182.009703997375,1.463009,0.02002756
5165.081346346262,1.43285,0.001944135
5148.177717053074,1.353821,-0.01752865
5131.29885259431,1.336989,-0.0200366
5114.444789402941,1.330461,0.01485809
5097.615563867967,1.30299,0.05242509
5080.811212333794,1.281407,0.07289503
5064.031771099782,1.254884,0.08363349
5047.277276419614,1.225483,0.07670858
5030.547764500832,1.16874,0.06958497
5013.843271504231,1.127449,0.06933307
4997.163833543345,1.188898,0.06502765
4980.50948668389,1.291097,0.06729341
4963.880266943176,1.362894,0.0610583
4947.276210289618,1.417923,0.05678415
4930.6973526421225,1.441395,0.04948052
4914.143729869547,1.423932,0.03057171
4897.61537779013,1.384636,0.01241508
4881.11233217092,1.356943,-0.00657026
4864.6346287272445,1.366008,3.875718e-06
4848.1823031220865,1.365333,0.01378508
4831.755390965554,1.387809,0.02053659
4815.353927814265,1.441598,0.02925675
4798.977949170814,1.493404,0.03726735
4782.627490483161,1.522674,0.04356137
4766.3025871440595,1.518411,0.04601775
4750.00327449045,1.469785,0.06700593
4733.729587802919,1.450817,0.07628757
4717.481562305062,1.465329,0.06916443
4701.25923316292,1.503567,0.06060968
4685.062635484368,1.567115,0.02977709
4668.891804318523,1.658554,0.02505205
4652.746774655153,1.722886,0.002224993
4636.62758142405,1.771727,0.0005093353
4620.534259494446,1.846596,0.02295237
4604.466843674397,1.996491,0.06799009
4588.425368710193,2.129497,0.1043625
4572.409869285698,2.261005,0.1171708
4556.42038002179,2.402089,0.1092719
4540.456935475707,2.499576,0.09271609
4524.519570140438,2.644454,0.05400874
4508.608318444095,2.914446,0.03818608
4492.723214749301,3.215041,0.03542947
4476.864293352542,3.482015,0.05258027
4461.031588483563,3.73281,0.04642506
4445.225134304715,3.985993,0.05100955
4429.444964910327,4.269995,0.04225274
4413.691114326053,4.591078,0.04908091
4397.963616508253,4.87451,0.05876025
4382.262505343354,5.166583,0.07272475
4366.587814647173,5.496272,0.06330748
4350.939578164298,5.921842,0.04132648
4335.317829567429,6.149633,0.01507287
4319.722602456712,6.469535,0.0002504792
4304.153930359112,6.776016,0.005031613
4288.611846727719,7.073753,0.01905636
4273.096384941123,7.2304,0.009203595
4257.607578302705,7.494123,-0.01161394
4242.145460040034,7.75794,-0.03691357
4226.710063304152,7.990523,-0.0367385
4211.301421168882,8.137232,-0.007930737
4195.919566630231,8.393988,0.02109148
4180.564532605663,8.757245,0.05174206
4165.236351933386,9.057026,0.06685665
4149.935057371759,9.249063,0.06685598
4134.660681598534,9.247432,0.06287597
4119.413257210197,9.16901,0.06075427
4104.192816721291,9.031351,0.05483878
4088.9993925636973,8.827989,0.03470521
4073.833017085954,8.683788,0.01744111
4058.6937225525667,8.703853,0.02285104
4043.581541143294,8.631146,0.02974453
4028.4965049524612,8.596189,0.0242604
4013.4386459882508,8.469745,0.02594696
3998.40799617198,8.357366,0.03974713
3983.4045873374075,8.22923,0.04444928
3968.4284512300164,7.980044,0.04150786
3953.4796195063113,7.699299,0.04279711
3938.5581237330657,7.35203,0.05301716
3923.6639953866566,7.008111,0.04854728
3908.7972658522713,6.670243,0.03860959
3893.957966423253,6.332394,0.03800428
3879.1461283003387,6.050786,0.04907299
3864.3617825909078,5.80505,0.03722024
3849.604960308297,5.526511,0.02605942
3834.8756923710243,5.272367,0.01704166
3820.174009602074,5.031789,0.02420014
3805.4999427281527,4.873421,0.03824882
3790.8535223789354,4.722067,0.05356456
3776.234779086323,4.539198,0.07504749
3761.6437432836997,4.355807,0.08098289
3747.080445305181,4.180285,0.06073437
3732.544915384849,4.025403,0.06491388
3718.0371836560207,3.885804,0.05557533
3703.5572801504704,3.795632,0.04517402
3689.105234797651,3.713957,0.0384202
3674.6810774239734,3.580439,0.04325672
3660.2848377520036,3.460311,0.04726403
3645.9165453997166,3.387456,0.04708409
3631.576229879703,3.312166,0.06676435
3617.2639205984156,3.22629,0.07711478
3602.979646855385,3.153639,0.0665441
3588.7234378424346,3.096391,0.07143894
3574.4953226429056,2.996634,0.07769585
3560.2953302308656,2.884579,0.08549995
3546.1234894703266,2.777759,0.08610744
3531.979829114464,2.71098,0.07928564
3517.8643778048004,2.7091,0.06459957
3503.7771640704436,2.736596,0.04102274
3489.7182163272614,2.778838,0.01990641
3475.6875628770854,2.839846,0.02655927
3461.685231906938,2.870867,0.03628533
3447.7112514881755,2.837342,0.05718902
3433.7656495757387,2.756078,0.07874116
3419.8484540073055,2.63814,0.09791314
3405.959692502478,2.589217,0.1034003
3392.0993926619904,2.594804,0.08975265
3378.267581966878,2.598759,0.0733556
3364.464287777658,2.583189,0.06623036
3350.6895373335014,2.53084,0.07546432
3336.9433577514237,2.516008,0.1034456
3323.2257760254474,2.491827,0.1435266
3309.536819025778,2.45682,0.180863
3295.8765134979494,2.480585,0.2089811
3282.2448860620293,2.462726,0.2374586
3268.6419632117595,2.38069,0.2643727
3255.0677713136897,2.334717,0.2940524
3241.52233660641,2.34471,0.3233745
3228.0056851996055,2.365156,0.3495825
3214.5178430733135,2.351902,0.3825102
3201.0588360769984,2.333987,0.3977898
3187.6286899287256,2.306026,0.4147868
3174.2274302143123,2.31011,0.4086114
3160.8550823864657,2.255743,0.3673937
3147.511671763936,2.229761,0.2916207
3134.1972235306303,2.219839,0.2314758
3120.911762734765,2.201037,0.1699352
3107.6553142880043,2.252541,0.1364499
3094.427902964579,2.239201,0.1122831
3081.2295534004247,2.185115,0.1187528
3068.0602900923022,2.179105,0.1065542
3054.920137396938,2.167079,0.09458612
3041.809119530128,2.240433,0.07473133
3028.7272605658445,2.286543,0.06014541
3015.6745844354114,2.307339,0.02886749
3002.651114926557,2.318613,0.01366049
2989.6568756825445,2.2325,0.02131224
2976.691890201314,2.193196,0.0590901
2963.756181834549,2.229224,0.07655121
2950.849773786817,2.234001,0.07246664
2937.97268911464,2.257008,0.06491514
2925.1249507256134,2.24983,0.06636943
2912.3065813775243,2.249975,0.0675652
2899.517603677414,2.219066,0.07177471
2886.7580400806937,2.200449,0.1080017
2874.027912890241,2.204273,0.1189311
2861.32724425547,2.191966,0.1025008
2848.656056171441,2.164943,0.07937278
2836.0143704779407,2.177478,0.06164794
2823.402208858554,2.191003,0.05394823
2810.8195928397713,2.198696,0.07136639
2798.266543790044,2.23016,0.08660888
2785.7430829188843,2.245935,0.07770536
2773.249231275912,2.228801,0.06505858
2760.785009749969,2.196901,0.0608529
2748.3504390681433,2.123122,0.05697358
2735.9455397948786,2.071646,0.08107968
2723.570332331035,2.037868,0.1101367
2711.2248369129265,2.053108,0.123718
2698.909073611425,2.109836,0.1114847
2686.6230623309834,2.116796,0.08891612
2674.3668228087363,2.131249,0.07584734
2662.1403746135134,2.150127,0.0682275
2649.943737144931,2.112443,0.07183015
2637.7769296324386,2.050759,0.0874863
2625.6399711343483,1.99079,0.1029225
2613.532880536917,1.959509,0.1205597
2601.455676553375,1.929569,0.1260803
2589.4083777229666,1.924011,0.1248412
2577.39100241003,1.929092,0.1399422
2565.403568802995,1.91347,0.1452928
2553.44609491345,1.877171,0.1333719
2541.5185985751787,1.850335,0.1369384
2529.621097443192,1.880175,0.1562607
2517.7536089927776,1.91135,0.1632477
2505.9161505185125,1.946949,0.1493849
2494.108739133302,1.966574,0.1364578
2482.3313917674313,1.936703,0.116304
2470.5841251675674,1.95545,0.08201506
2458.866955895799,1.955415,0.07662778
2447.179900328665,1.940781,0.09254025
2435.522974656158,1.943738,0.1079166
2423.896194880793,1.955001,0.1064669
2412.299576816572,2.005094,0.1019299
2400.733136088046,1.997714,0.09132159
2389.196888129311,1.993914,0.08602371
2377.6908481830355,2.00006,0.08562157
2366.2150312994663,1.967211,0.08918517
2354.7694523354508,1.970652,0.1066781
2343.3541259534527,1.989563,0.1413809
2331.969066620545,2.064457,0.1723635
2320.614288607437,2.155798,0.2076798
2309.2898059874774,2.201875,0.2190917
2297.995632635657,2.239737,0.2166379
2286.731782227621,2.239933,0.2150803
2275.4982682386667,2.273483,0.2349916
2264.295103942754,2.339853,0.2894783
2253.122302411499,2.415079,0.3188398
2241.9798765131895,2.603252,0.3498116
2230.867838911761,2.836217,0.3619334
2219.786202065817,3.135369,0.3314944
2208.7349782276156,3.534796,0.3116679
2197.7141794420713,3.956429,0.2546353
2186.723817545744,4.53367,0.2257698
2175.763904165842,5.285391,0.2092797
2164.8344507192023,6.201064,0.2078032
2153.935468411296,7.206536,0.1982019
2143.0669682352136,8.270138,0.1675866
2132.2289609706568,9.353792,0.1397411
2121.4214571829325,10.41633,0.1201714
2110.644467221931,11.30204,0.1029396
2099.8980012211155,11.98002,0.1305763
2089.1820690965314,12.37522,0.1685071
2078.4966805457584,12.52872,0.1952236
2067.8418450469294,12.55751,0.2052935
2057.2175718576827,12.58098,0.2160548
2046.623870014183,12.60253,0.2027016
2036.060748330068,12.67336,0.1844882
2025.5282153954636,12.7256,0.1567204
2015.026279575956,12.7517,0.153252
2004.5549490115586,12.83322,0.1722529
1994.1142316157159,12.89276,0.1962638
1983.7041350742807,12.8934,0.2264194
1973.3246668444724,12.75098,0.2362228
1962.9758341539064,12.55157,0.2351427
1952.657643999518,12.27171,0.2290574
1942.3701031465807,11.71309,0.233733
1932.1132181276782,10.86946,0.2528217
1921.8869952416753,9.785851,0.2623879
1911.6914405527064,8.529664,0.2715651
1901.5265598891453,7.228959,0.2843383
1891.3923588426012,6.027601,0.2893379
1881.288842766885,5.084174,0.2812283
1871.2160167769914,4.317608,0.2921503
1861.173885748077,3.684346,0.3029639
1851.1624543144455,3.205839,0.3021866
1841.1817268685263,2.857304,0.3152235
1831.2317075598485,2.633186,0.3261638
1821.3124002940197,2.511419,0.3268043
1811.4238087317253,2.41071,0.3183483
1801.5659362876845,2.328238,0.3066676
1791.7387861296445,2.256381,0.2997986
1781.9423611773618,2.177888,0.284544
1772.1766641015806,2.12507,0.2940908
1762.441697323018,2.082392,0.3154939
1752.737463011345,2.065777,0.3149211
1743.0639630841645,2.075702,0.303241
1733.4211992060127,2.053898,0.2861365
1723.8091727873264,2.029179,0.2542436
1714.2278849834338,2.004687,0.2688163
1704.6773366935438,1.994377,0.3103606
1695.15752855973,1.980115,0.3733205
1685.6684609659192,1.957822,0.4101832
1676.2101340368838,1.93977,0.4026502
1666.782547637227,1.924028,0.373991
1657.3857013703728,1.935751,0.3826439
1648.0195945775647,1.938246,0.451404
1638.6842263368515,1.928386,0.5702483
1629.3795954620873,1.914366,0.7085761
1620.1057005019206,1.872694,0.8600084
1610.8625397388023,1.826206,0.9847239
1601.6501111879647,1.817423,1.085333
1592.468412596446,1.802733,1.114279
1583.3174414420662,1.834977,1.094319
1574.1971949324502,1.861717,1.023311
1565.1076700040207,1.892218,0.9080544
1556.0488633210007,1.941527,0.7976456
1547.0207712744386,1.926187,0.7061186
1538.02338998119,1.888147,0.6387554
1529.0567152829576,1.862419,0.5850791
1520.1207427452791,1.834283,0.517375
1511.2154676565594,1.844549,0.4632445
1502.3408850270805,1.833593,0.4171042
1493.4969895880158,1.845525,0.3789397
1484.6837757904598,1.868502,0.3492272
1475.9012378044436,1.867108,0.3251529
1467.1493695179677,1.834262,0.3183823
1458.4281645360193,1.769852,0.3341385
1449.7376161796074,1.713212,0.3588632
1441.077717484801,1.684825,0.3792761
1432.4484612017543,1.687724,0.392977
1423.8498397937456,1.740325,0.3950891
1415.2818454362218,1.752302,0.3758134
1406.744470015835,1.75398,0.3688141
1398.2377051294998,1.738139,0.383166
1389.7615420834197,1.745617,0.3977193
1381.3159718921559,1.759303,0.4213441
1372.9009852776824,1.733554,0.4289459
1364.5165726684238,1.684644,0.4555676
1356.1627241983426,1.631988,0.4588422
1347.8394297059751,1.5482,0.4377695
1339.546678733514,1.499488,0.4147429
1331.2844605258801,1.465104,0.3722932
1323.0527640297803,1.431157,0.333306
1314.8515778928,1.40712,0.3118505
1306.680890462475,1.407175,0.2983419
1298.5406897853725,1.426667,0.3150557
1290.4309636061917,1.45249,0.3146536
1282.351699366833,1.482341,0.3491306
1274.3028842055157,1.50476,0.3551974
1266.2845049558591,1.483637,0.3548426
1258.2965481459973,1.450935,0.3416927
1250.338999997674,1.420332,0.340106
1242.4118464253713,1.389744,0.3416694
1234.5150730354026,1.370292,0.3598348
1226.6486651250523,1.398012,0.3781
1218.8126076816802,1.46617,0.4206264
1211.006885381866,1.531297,0.4476009
1203.231482590539,1.565748,0.4770609
1195.486383360102,1.601279,0.4875484
1187.7715714295957,1.658162,0.4790878
1180.0870302238163,1.688939,0.4609866
1172.4327428525041,1.722219,0.4655057
1164.8086921094657,1.797744,0.4671324
1157.2148604717554,1.910943,0.5009834
1149.6512300988325,2.029318,0.4998412
1142.1177828317393,2.140007,0.4930329
1134.6145001922773,2.326608,0.4828391
1127.1413633821892,2.564533,0.4675043
1119.6983532823415,2.832531,0.4905099
1112.2854504519282,3.21833,0.5041632
1104.902635127661,3.701849,0.5259222
1097.549887222981,4.331959,0.566851
1090.227186327266,5.093756,0.6089917
1082.9345117050439,5.964265,0.6795527
1075.6718422952267,7.149217,0.7537984
1068.4391567103241,8.598246,0.8377362
1061.2364332356942,10.33568,0.9087335
1054.06364982877,12.43412,0.9745214
1046.9207841183215,14.85002,1.087913
1039.8078134036973,17.64702,1.276597
1032.7247146540908,20.66727,1.578173
1025.6714645078127,24.0331,1.984526
1018.6480392715549,27.61097,2.618093
1011.6544149196822,30.07793,3.626174
1004.6905670935071,29.9703,4.98971
997.7564711006021,26.70453,6.686615
990.8521019140871,20.71758,9.621987
983.9774341719451,13.64794,17.18102
977.1324421763426,7.414997,34.00762
970.3170998929461,3.549736,65.80165
963.5313809502586,2.082464,116.6387
956.7752586389593,1.814487,184.5681
950.0487059112538,1.848696,260.2462
943.3516953802242,1.922031,329.0569
936.6841993191904,1.831072,376.1837
930.0461896610875,1.718212,392.0976
923.4376379978496,1.629042,375.1095
916.858515579785,1.56799,333.4758
910.308793314979,1.52926,278.5409
903.7884417687018,1.515519,221.3701
897.2974311628171,1.494732,169.739
890.8357313752081,1.42104,127.2774
884.4033119392041,1.370707,94.44771
878.0001420430237,1.367521,69.89281
871.6261905292271,1.353929,51.57699
865.2814258941621,1.290135,37.68256
858.965816287451,1.234377,26.88929
852.6793295114458,1.203911,18.77369
846.4219330207359,1.19224,13.32992
840.1935939216247,1.187434,10.36316
833.9942789716492,1.20095,9.140265
827.8239545790946,1.206515,8.705714
821.682586802508,1.174251,8.602551
815.5701413502532,1.151376,8.649698
809.4865835800374,1.104135,8.686768
803.4318784984819,1.058708,8.597344
797.405990760682,1.041221,8.420498
791.4088846697852,1.044583,8.052599
785.4405241765835,1.081077,7.566888
779.5008728791038,1.128726,6.983249
773.589894022226,1.146089,6.392704
767.7075504973031,1.121121,5.882681
761.8538048417838,1.069244,5.485593
756.0286192388695,1.044923,5.212976
750.2319555171589,1.03775,5.096014
744.4637751503157,1.030077,5.06446
738.7240392567556,1.03326,5.12344
733.01270859932,1.041044,5.249218
727.3297435849945,1.018643,5.424843
721.6751042646094,0.9671879,5.620237
716.0487503325712,0.9324445,5.772317
710.4506411266038,0.9317525,5.933915
704.8807356274895,0.9209375,6.117322
699.3389924588448,0.88844,6.340147
693.8253698868815,0.8668612,6.576443
688.3398258202091,0.8434794,6.771998
682.8823178096264,0.8168194,6.900177
677.4528030479403,0.7831047,6.897021
672.0512383697965,0.7582825,6.727987
666.6775802515101,0.7502357,6.448035
661.3317848109298,0.7579421,6.104523
656.0138078073036,0.7809904,5.730189
650.7236046411584,0.8074636,5.329472
645.4611303541953,0.8239489,5.057938
640.2263396292034,0.8287534,4.949199
635.0191867899738,0.8029316,4.951839
629.8396258012529,0.7858023,5.064521
624.6876102686774,0.781935,5.243711
619.563093438754,0.7596971,5.422121
614.4660281988323,0.7191111,5.507807
609.3963670771062,0.6772582,5.495507
604.3540622426207,0.6445205,5.445463
599.3390655053001,0.6199248,5.299715
594.3513283159929,0.6355446,5.140016
