nt,Ladder,OLE_01
9286.456289765723,0.1572971,0.1026414
9265.506083403188,0.1548542,0.1022085
9244.571577033992,0.1467635,0.1128752
9223.652806511553,0.1283827,0.1201993
9202.749807716782,0.1396009,0.1257548
9181.862616557952,0.1551648,0.1102081
9160.991268970643,0.1647629,0.09948015
9140.135800917496,0.170206,0.1018327
9119.296248388086,0.1826099,0.1298702
9098.472647398858,0.1942658,0.1472417
9077.665033992875,0.2003226,0.1634889
9056.873444239698,0.20952,0.17216
9036.097914235294,0.2196805,0.1717564
9015.338480101786,0.2123728,0.1472537
8994.595177987418,0.1942302,0.1367652
8973.868044066296,0.1707496,0.1219536
8953.15711453827,0.1555212,0.1294743
8932.462425628835,0.1673365,0.1348914
8911.784013588856,0.1752795,0.1366498
8891.121914694566,0.1709552,0.1453991
8870.476165247239,0.169508,0.1398392
8849.846801573127,0.1505399,0.1206346
8829.233860023349,0.1290391,0.1404988
8808.637376973553,0.1319113,0.1551128
8788.057388823994,0.1641452,0.1506993
8767.493931999108,0.2051339,0.1286888
8746.947042947564,0.2284167,0.1104713
8726.416758141977,0.234684,0.1014218
8705.903114078772,0.2241527,0.1011483
8685.406147278009,0.2024551,0.09657161
8664.92589428324,0.1849052,0.09704844
8644.462391661316,0.1783452,0.0948755
8624.015676002167,0.1802094,0.08646554
8603.585783918737,0.1791537,0.08049195
8583.172752046708,0.1784911,0.08379387
8562.776617044372,0.1812568,0.08644638
8542.397415592439,0.1710252,0.0828471
8522.035184393873,0.1587702,0.07403688
8501.689960173659,0.1481723,0.07910151
8481.361779678733,0.1562791,0.08937243
8461.050679677684,0.1842591,0.07558403
8440.756696960614,0.2126232,0.06031119
8420.479868338985,0.2304757,0.06111792
8400.22023064535,0.2180901,0.06177489
8379.977820733277,0.1936704,0.06763975
8359.75267547704,0.1966707,0.08265381
8339.544831771564,0.2047096,0.09376991
8319.354326532066,0.2319036,0.09968445
8299.18119669403,0.2397641,0.09607823
8279.025479212896,0.2284035,0.0916849
8258.887211063944,0.2100855,0.0844841
8238.76642924202,0.1904197,0.07357061
8218.663170761378,0.1696929,0.08123266
8198.577472655508,0.1570231,0.09129661
8178.50937197689,0.1463678,0.09197743
8158.458905796824,0.1375709,0.09359792
8138.426111205174,0.1375546,0.09426007
8118.411025310251,0.1500227,0.08666085
8098.413685238508,0.1596479,0.08258403
8078.434128134432,0.1698007,0.095257
8058.472391160248,0.1867201,0.114152
8038.528511495759,0.2152988,0.1221582
8018.602526338094,0.2368059,0.1263707
7998.6944729015895,0.2578931,0.1387718
7978.804388417449,0.2802714,0.1329125
7958.932310133609,0.2849007,0.1160461
7939.0782753144995,0.2869014,0.1064302
7919.242321240817,0.2772864,0.09590565
7899.424485209311,0.2648977,0.08276736
7879.6248045326065,0.2472207,0.07785869
7859.843316538896,0.2599614,0.09222361
7840.080058571766,0.279547,0.1039665
7820.335067990003,0.3042233,0.1072211
7800.608382167268,0.3335632,0.1276822
7780.9000384919855,0.3501831,0.1519529
7761.210074367033,0.3267498,0.1656952
7741.538527209549,0.3191003,0.1656108
7721.885434450649,0.3244569,0.1615732
7702.250833535311,0.3256709,0.1489669
7682.63476192197,0.3112033,0.1172325
7663.037257082413,0.3156778,0.08856621
7643.4583565015,0.3542148,0.07128051
7623.898097676891,0.4034597,0.06393062
7604.356518118894,0.4637518,0.05575515
7584.833655350082,0.5229402,0.06563952
7565.329546905205,0.5357047,0.08600082
7545.844230330832,0.5295811,0.100798
7526.377743185132,0.5147681,0.0976573
7506.93012303766,0.5119349,0.08212806
7487.501407469066,0.5297375,0.08297747
7468.091634070874,0.5617467,0.08872642
7448.700840445186,0.5970106,0.07923806
7429.329064204452,0.6130616,0.09404207
7409.976342971253,0.6321144,0.1216147
7390.642714377966,0.6548077,0.1402701
7371.328216066572,0.6686338,0.1342957
7352.032885688334,0.6933587,0.1099578
7332.756760903598,0.7270216,0.09252042
7313.499879381482,0.7770556,0.08021101
7294.262278799613,0.8077127,0.09812053
7275.043996843888,0.8337224,0.1416149
7255.845071208192,0.8732682,0.1733832
7236.6655395941225,0.9186443,0.1679537
7217.505439710697,0.9736963,0.1636064
7198.364809274117,1.059291,0.159594
7179.243686007496,1.159445,0.1495829
7160.1421076405195,1.235943,0.1285927
7141.060111909248,1.309133,0.1295288
7121.997736555771,1.414909,0.1311118
7102.955019327976,1.532902,0.1574849
7083.931997979224,1.665485,0.1716076
7064.928710268079,1.826943,0.2231911
7045.945193958049,1.974144,0.2485709
7026.981486817227,2.061667,0.2430308
7008.037626618087,2.124487,0.2246615
6989.11365113714,2.207369,0.219987
6970.20959815464,2.303186,0.1991345
6951.325505454293,2.416262,0.1716167
6932.461410823007,2.584558,0.1692665
6913.617352050494,2.808991,0.1760828
6894.793366929078,3.028627,0.1590557
6875.989493253331,3.241536,0.1407216
6857.205768819751,3.40573,0.1140683
6838.442231426528,3.530239,0.1047485
6819.698918873175,3.626815,0.07922287
6800.975868960234,3.782277,0.07126999
6782.2731194889975,4.031026,0.06655142
6763.590708261143,4.289708,0.06412548
6744.928673078443,4.520733,0.09250439
6726.287051742476,4.714398,0.1078421
6707.665882054259,4.82112,0.1243721
6689.065201813955,4.9143,0.1174055
6670.48504882058,5.08654,0.09704085
6651.9254608716055,5.315374,0.08066994
6633.386475762704,5.532197,0.07835304
6614.868131287376,5.748554,0.09777323
6596.370465236685,5.977016,0.107698
6577.893515398821,6.150811,0.1185124
6559.437319558868,6.218777,0.1489526
6541.00191549842,6.27365,0.1528753
6522.5873409952865,6.339861,0.1385086
6504.19363382306,6.377743,0.1149792
6485.820831750915,6.45601,0.1007562
6467.468972543148,6.471926,0.08804376
6449.138093958906,6.411897,0.07889592
6430.828233751787,6.355874,0.09991887
6412.539429669557,6.332873,0.1133522
6394.27171945373,6.330551,0.1201237
6376.025140839276,6.268508,0.1289756
6357.799731554262,6.193989,0.144599
6339.595529319415,6.070591,0.14785
6321.412571847921,5.934644,0.1610934
6303.250896844898,5.901155,0.167499
6285.110542007187,5.932555,0.1604921
6266.99154502285,5.856669,0.1477818
6248.893943570905,5.748173,0.1297775
6230.8177753209475,5.628951,0.1191329
6212.763077932738,5.502876,0.1193743
6194.7298890558695,5.273669,0.1306859
6176.718246329384,5.095961,0.1493868
6158.72818738139,4.937457,0.1474682
6140.759749828711,4.677597,0.1273664
6122.812971276488,4.440926,0.1120634
6104.887889317814,4.332712,0.1020411
6086.984541533301,4.188898,0.1087407
6069.102965490798,4.136288,0.1255315
6051.243198744918,4.111018,0.1545482
6033.405278836663,4.016662,0.1736865
6015.589243293092,3.760925,0.1767632
5997.795129626845,3.454536,0.1779252
5980.0229753358135,3.294487,0.1825161
5962.2728179027345,3.262331,0.1761331
5944.544694794752,3.245608,0.1551536
5926.838643463047,3.182503,0.1513036
5909.154701342486,3.020046,0.1534075
5891.492905851109,2.753108,0.149025
5873.853294389814,2.437017,0.1584542
5856.235904341896,2.240796,0.1637409
5838.640773072685,2.165569,0.1665483
5821.067937929078,2.135655,0.1595225
5803.517436239177,2.111659,0.1592728
5785.98930531183,2.039299,0.1731885
5768.483582436242,1.930613,0.1748622
5751.000304881542,1.818708,0.1693108
5733.539509896379,1.766767,0.1558783
5716.101234708448,1.766679,0.1468315
5698.685516524132,1.728656,0.1405966
5681.292392528021,1.666101,0.1236707
5663.921899882505,1.579166,0.1209304
5646.574075727324,1.48324,0.1174914
5629.24895717914,1.399275,0.1193754
5611.946581331138,1.322302,0.1355213
5594.666985252493,1.277358,0.1503863
5577.410205988053,1.262653,0.1508398
5560.176280557773,1.239079,0.1229673
5542.9652459563495,1.21501,0.09658203
5525.77713915275,1.197593,0.0914187
5508.611997089739,1.135187,0.1081324
5491.469856683488,1.024785,0.1391157
5474.350754823043,0.947044,0.1490943
5457.254728369909,0.9023404,0.1309624
5440.1818141576005,0.8771505,0.1034511
5423.132048991152,0.8810715,0.07424761
5406.105469646681,0.9091361,0.06754532
5389.102112870902,0.9379184,0.08205448
5372.122015380667,0.9234408,0.09752731
5355.165213862497,0.8987876,0.1159615
5338.231744972091,0.874321,0.1372214
5321.321645333894,0.8529491,0.1399938
5304.434951540574,0.8548555,0.1336029
5287.571700152571,0.8812544,0.1419378
5270.731927697601,0.8926027,0.1649218
5253.915670670195,0.900965,0.1790566
5237.122965531163,0.8945491,0.1927521
5220.353848707163,0.8810748,0.193742
5203.608356590193,0.8641586,0.1613708
5186.886525537072,0.8288785,0.1128343
5170.18839186897,0.7801406,0.09260955
5153.513991870911,0.7502695,0.0869112
5136.863361791261,0.7547523,0.09494094
5120.2365378412505,0.7816675,0.1163202
5103.633556194412,0.8022797,0.1558826
5087.054452986166,0.8227788,0.1722061
5070.499264313208,0.839995,0.1772494
5053.968026233101,0.8295048,0.185654
5037.4607747636555,0.7923236,0.190862
5020.977545882512,0.7431033,0.1834426
5004.518375526546,0.7126358,0.1699642
4988.083299591406,0.6951095,0.1499811
4971.672353930953,0.7212138,0.1318195
4955.285574356742,0.760237,0.1373413
4938.922996637495,0.7856963,0.1582887
4922.584656498605,0.7906069,0.179191
4906.27058962154,0.7822921,0.179892
4889.980831643348,0.7841766,0.1710314
4873.715418156121,0.829959,0.1585253
4857.4743847064465,0.8606948,0.138388
4841.25776679487,0.8863375,0.1284035
4825.065599875333,0.8749903,0.1342434
4808.897919354647,0.8565226,0.1239472
4792.75476059196,0.8572276,0.1208668
4776.636158898135,0.9100877,0.1120763
4760.5421495353,0.9701772,0.1231063
4744.4727677161845,1.016353,0.1482889
4728.428048603639,1.034778,0.1703988
4712.408027310057,1.081982,0.1859253
4696.412738896773,1.076541,0.1935226
4680.442218373525,1.096689,0.1738252
4664.49650069791,1.121612,0.1546584
4648.575620774763,1.142087,0.142794
4632.679613455617,1.158552,0.1473071
4616.808513538125,1.231757,0.1733481
4600.962355765469,1.323536,0.2038841
4585.141174825779,1.464514,0.2369974
4569.345005351561,1.602085,0.2603724
4553.573881919107,1.736903,0.2390856
4537.827839047893,1.843783,0.2291644
4522.106911200027,1.961352,0.2089728
4506.411132779596,2.143069,0.1890609
4490.740538132139,2.411997,0.1826225
4475.095161543988,2.688771,0.1682129
4459.475037241699,3.023077,0.1393337
4443.880199391447,3.331508,0.1071334
4428.31068209841,3.614787,0.09644023
4412.7665194061565,3.889078,0.1024302
4397.24774529608,4.167007,0.1137431
4381.754393686719,4.537872,0.1342429
4366.286498433185,4.953912,0.1478662
4350.8440933265265,5.435748,0.1675826
4335.4272120931055,5.927301,0.1773178
4320.035888394016,6.354503,0.1933531
4304.670155824394,6.752408,0.2021846
4289.330047912823,7.105633,0.1859148
4274.015598120711,7.494864,0.1575791
4258.726839841643,7.953175,0.13595
4243.463806400745,8.455405,0.1206856
4228.2265310540515,9.004077,0.1141402
4213.015046987863,9.464722,0.1150223
4197.829387318091,9.875703,0.1317638
4182.669585089632,10.15619,0.1556636
4167.535673275721,10.3226,0.1736679
4152.427684777231,10.42574,0.1905029
4137.345652422096,10.48838,0.2118627
4122.289608964605,10.55097,0.2036965
4107.259587084727,10.65085,0.1834233
4092.2556193875107,10.75096,0.1521472
4077.2777384023666,10.77378,0.1467512
4062.3259765824214,10.69752,0.1593729
4047.4003663038575,10.5846,0.1796221
4032.5009398652196,10.40996,0.2142729
4017.6277294867527,10.17036,0.2321323
4002.780767309722,9.885621,0.2215695
3987.960085395747,9.560928,0.2196654
3973.165715726097,9.17696,0.2053762
3958.3976902010218,8.796637,0.1788964
3943.656040639069,8.467263,0.1659564
3928.9407987763743,8.1084,0.1670729
3914.251996265974,7.697911,0.1888492
3899.589664677145,7.257412,0.1989348
3884.9538354946376,6.838787,0.1988652
3870.344540118073,6.433022,0.195502
3855.7618098611274,6.045667,0.1729181
3841.2056759509146,5.750705,0.1583493
3826.6761695272585,5.489138,0.156814
3812.173321641943,5.176162,0.168892
3797.697163258042,4.839912,0.2025894
3783.2477252492026,4.467582,0.2220795
3768.8250383988957,4.119886,0.2376509
3754.429133399726,3.757235,0.243781
3740.060040852698,3.461157,0.2431386
3725.7177912664765,3.277304,0.2399551
3711.402415056684,3.108775,0.252924
3697.113942545154,2.93836,0.2769159
3682.8524039591935,2.772073,0.2939264
3668.61782943087,2.62596,0.288912
3654.410248996249,2.512494,0.2831085
3640.2296925946425,2.415886,0.2703747
3626.0761900679067,2.320873,0.2715462
3611.9497711596673,2.23784,0.2747029
3597.8504655145703,2.141981,0.2996367
3583.77830267753,2.020855,0.3142166
3569.7333120929925,1.899777,0.3192587
3555.715523104166,1.861993,0.3256511
3541.724964952251,1.867055,0.3276255
3527.7616667757025,1.846938,0.3264247
3513.8256576094373,1.789793,0.3433253
3499.9169663840994,1.712016,0.3621357
3486.0356219252694,1.610504,0.3866438
3472.181652952689,1.529908,0.4166809
3458.355088079504,1.524218,0.4243394
3444.5559558114724,1.527766,0.4160465
3430.784284546188,1.5212,0.3910081
3417.0401025723077,1.501009,0.3524323
3403.3234380687495,1.523116,0.3134736
3389.6343191039296,1.54229,0.2752755
3375.9727736349428,1.596989,0.257621
3362.3388295067907,1.615545,0.2665114
3348.7325144515767,1.60065,0.2804298
3335.1538560877298,1.582851,0.3101245
3321.6028819191665,1.588582,0.3260043
3308.079619334527,1.578343,0.3313428
3294.584095606339,1.566328,0.3432426
3281.1163378902374,1.552095,0.3525058
3267.676373224139,1.523168,0.3442003
3254.2642285274264,1.494806,0.3274084
3240.8799306001415,1.514452,0.309638
3227.523506122178,1.552366,0.2996011
3214.19498165242,1.57449,0.3114427
3200.894383627996,1.579278,0.3408258
3187.6217383633552,1.582568,0.3655131
3174.377072049533,1.541498,0.3699703
3161.160410753266,1.496346,0.3659778
3147.971780416169,1.468515,0.3595963
3134.811206853907,1.462739,0.3477319
3121.6787157553663,1.44625,0.3547336
3108.5743326818015,1.423428,0.3821401
3095.4980830660047,1.425861,0.4249137
3082.4499922114323,1.425173,0.4883954
3069.4300852914107,1.412456,0.5405496
3056.438387348233,1.420122,0.5592361
3043.474923292346,1.437882,0.5387587
3030.5397179014667,1.465523,0.5142032
3017.6327958197635,1.480395,0.50297
3004.754181556967,1.481447,0.4965971
2991.903899487496,1.468031,0.5077553
2979.081973849647,1.448232,0.5220429
2966.2884287446814,1.400407,0.5121052
2953.523288135968,1.366797,0.4810959
2940.7865758481303,1.359425,0.4528923
2928.0783155661557,1.354414,0.4311686
2915.3985308345304,1.362931,0.4126917
2902.7472450563473,1.37436,0.4104589
2890.1244814924416,1.376356,0.4223467
2877.5302632605135,1.368768,0.4331811
2864.964613334226,1.353114,0.4244848
2852.427554542331,1.34971,0.4294344
2839.9191095677766,1.345674,0.4598133
2827.4393009468135,1.351847,0.4724159
2814.9881510681107,1.374357,0.4738911
2802.5656821718558,1.385769,0.4921155
2790.171916348849,1.382029,0.5140694
2777.8068755396216,1.375902,0.5326673
2765.4705815335137,1.373566,0.5484515
2753.1630559677938,1.354023,0.5989845
2740.8843203267265,1.329996,0.6361678
2728.6343959406895,1.320372,0.6677684
2716.413303985231,1.327842,0.7159844
2704.221065480191,1.336845,0.772301
2692.0577012887857,1.337018,0.8213273
2679.9232321166432,1.346327,0.8553787
2667.817678510957,1.356301,0.8837443
2655.741060859495,1.331727,0.9329493
2643.6933993897405,1.30847,0.9742909
2631.674714167906,1.29778,1.019967
2619.6850250980533,1.30284,1.051457
2607.7243519211534,1.310637,1.084055
2595.792714214132,1.329588,1.103752
2583.8901313889714,1.337949,1.108057
2572.0166226917477,1.322292,1.122265
2560.172207201708,1.276567,1.146449
2548.3569038303363,1.235439,1.172104
2536.570731320398,1.208824,1.191955
2524.8137082450075,1.186499,1.179942
2513.085853006681,1.164053,1.170645
2501.3871838363916,1.146456,1.142547
2489.7177187926313,1.121115,1.122347
2478.0774757604336,1.11464,1.09775
2466.466472450444,1.114099,1.100028
2454.8847263979737,1.129633,1.110944
2443.332254962025,1.14319,1.118906
2431.8090753243364,1.154666,1.121264
2420.3152044884455,1.156265,1.130143
2408.850659278687,1.16897,1.137623
2397.4154563392926,1.196814,1.190847
2386.0096121333618,1.246335,1.228135
2374.6331429419447,1.271243,1.246853
2363.2860648630476,1.32405,1.242863
2351.96839381068,1.352968,1.20269
2340.68014551388,1.35797,1.171794
2329.4213355157335,1.351574,1.119778
2318.191979172423,1.359899,1.041959
2306.9920916522315,1.402147,0.9585493
2295.821687934573,1.471205,0.8648288
2284.6807828090245,1.57018,0.7668505
2273.5693908743324,1.686678,0.7369099
2262.487526537442,1.775867,0.6953888
2251.4352040125154,1.867557,0.6752001
2240.4124373199393,1.990214,0.6774401
2229.4192402853537,2.1204,0.6900303
2218.455626538665,2.278674,0.6980057
2207.52160951304,2.462151,0.6918547
2196.6172024439425,2.687532,0.6496738
2185.742418368127,2.962883,0.621006
2174.897270122663,3.333602,0.5700806
2164.081770343927,3.794791,0.5721712
2153.295931466619,4.394258,0.5558901
2142.539765722764,5.077569,0.5400195
2131.813285140722,5.916256,0.5252344
2121.1165015441898,6.934983,0.5205271
2110.4494265511967,7.983257,0.5086027
2099.8120715731243,8.995076,0.4963497
2089.204447813686,9.964566,0.4870305
2078.6265662679302,10.81745,0.4908358
2068.078437721263,11.4834,0.4844435
2057.560072748409,11.90288,0.5107164
2047.0714817124478,12.1304,0.5380417
2036.6126747637702,12.20859,0.5638831
2026.1836618391062,12.07871,0.5831532
2015.7844526604995,11.80939,0.6163712
2005.4150567343138,11.53072,0.6509209
1995.075483350228,11.20509,0.729028
1984.7657415802087,10.84663,0.8479958
1974.4858402775264,10.48419,1.007007
1964.2357880757331,10.21578,1.177831
1954.0155933876479,9.99513,1.364874
1943.8252644043762,9.702816,1.611221
1933.6648090942613,9.399911,1.905282
1923.534235201902,9.056751,2.3089
1913.433550247127,8.556993,2.832696
1903.36276152399,7.884658,3.433945
1893.3218760997593,7.021329,4.091791
1883.310900813892,6.029809,4.871502
1873.3298422770424,4.99871,5.785755
1863.3787068700426,4.04252,6.816439
1853.4575007428764,3.20903,7.897283
1843.5662298136826,2.545254,8.846152
1833.7048997677332,2.080366,9.471107
1823.8735160564318,1.753517,9.552295
1814.0720838962832,1.523018,9.037721
1804.3006082678887,1.390795,8.031324
1794.5590939149465,1.322786,6.697194
1784.847545343211,1.269396,5.339698
1775.165966819503,1.230411,4.148332
1765.5143623706908,1.218886,3.280991
1755.892735782674,1.212162,2.801831
1746.3010905993747,1.198868,2.536959
1736.739430121724,1.183093,2.404473
1727.2077574066493,1.169825,2.374298
1717.7060752660775,1.140373,2.38773
1708.2343862658963,1.108051,2.407403
1698.7926927249716,1.080182,2.425922
1689.3809967141265,1.073101,2.457268
1679.9993000551267,1.079615,2.460133
1670.6476043196812,1.077174,2.410838
1661.325910828438,1.076253,2.351668
1652.0342206499633,1.089064,2.230166
1642.772534599745,1.103879,2.054675
1633.5408532391884,1.095222,1.858036
1624.339176874609,1.086502,1.636367
1615.1675055562268,1.081557,1.402144
1606.025839077168,1.060464,1.201561
1596.9141769724624,1.046196,1.093475
1587.832518518042,1.050219,1.052066
1578.7808627297445,1.036625,1.009513
1569.759208362311,1.022235,1.009481
1560.767553908391,1.001593,1.026729
1551.8058975975514,1.003387,1.010489
1542.8742373952753,1.007165,0.9873685
1533.9725710019761,1.021573,0.9674193
1525.1008958519972,1.034181,0.9374593
1516.2592091126367,1.041912,0.8930225
1507.447507683143,1.056968,0.8421325
1498.6657881937358,1.075181,0.8130471
1489.9140470046302,1.09934,0.7908317
1481.1922802050362,1.116904,0.7739738
1472.5004836121927,1.110862,0.7683009
1463.8386527703765,1.076831,0.757998
1455.206782949936,1.052226,0.7482658
1446.6048691463056,1.027037,0.7429303
1438.0329060790382,1.006375,0.765192
1429.4908881908332,0.9996458,0.8124147
1420.9788096465695,1.017886,0.8889278
1412.496664332333,1.02604,1.003031
1404.0444458544548,1.059446,1.165225
1395.622147538551,1.072135,1.405445
1387.229762428568,1.046219,1.722484
1378.8672832858053,1.006451,2.097915
1370.5347025879855,0.9942201,2.590157
1362.2320125282915,0.9923325,3.236122
1353.9592050144083,0.996751,4.081482
1345.716271667598,0.9953931,5.232793
1337.5032038217328,1.01165,6.769462
1329.3199925223685,0.9996005,8.812256
1321.166628525809,0.9729861,11.47515
1313.0431022981545,0.9847718,14.80117
1304.9494040143893,1.003767,18.84825
1296.8855235574451,1.025997,23.75502
1288.8514505172714,1.047456,29.99548
1280.847174189924,1.06111,38.3127
1272.8726835766338,1.110919,48.5489
1264.9279673829046,1.14414,59.11479
1257.0130140175938,1.193645,66.62622
1249.1278115920031,1.298298,67.70976
1241.27234791898,1.368474,61.13723
1233.4466105120218,1.381859,48.73905
1225.650586584362,1.374883,34.59175
1217.884263048096,1.379364,22.91397
1210.14762651328,1.36369,15.77723
1202.4406632870548,1.310137,12.8285
1194.763359372762,1.2677,12.02909
1187.1157004690644,1.225133,11.94657
1179.4976719690844,1.192165,12.07135
1171.90925895952,1.221355,12.30682
1164.3504462198046,1.300941,12.68862
1156.821218221228,1.403041,13.39365
1149.3215591260946,1.489502,14.55307
1141.8514527868683,1.587964,16.2671
1134.410882745333,1.716294,18.72352
1126.9998322317506,1.859833,21.63407
1119.6182841640305,2.039386,23.95159
1112.2662211468933,2.263377,24.39452
1104.9436254710577,2.538754,22.39935
1097.6504791124084,2.896545,18.27802
1090.3867637311973,3.302421,13.14689
1083.1524606712205,3.755447,8.674353
1075.9475509590275,4.287647,5.881658
1068.772015303124,4.904374,4.508976
1061.6258340931684,5.633276,3.910494
1054.5089873992054,6.524615,3.566283
1047.4214549708674,7.632486,3.297516
1040.363216236618,8.97555,3.052881
1033.3342503029717,10.49014,2.87903
1026.3345359537368,12.15243,2.748354
1019.3640516492678,13.93701,2.667193
1012.4227755257037,15.73569,2.63741
1005.5106853942375,17.53832,2.659188
998.6277587403674,19.17632,2.703718
991.7739727231859,20.07769,2.745852
984.9493041746406,19.58176,2.779809
978.1537295988264,17.36372,2.774348
971.3872251712775,13.76245,2.697097
964.649766738264,9.576124,2.64497
957.9413298160979,5.764295,2.556414
951.2618895904425,3.14516,2.50298
944.6114209156418,1.766212,2.422837
937.9898983140415,1.201085,2.302086
931.39729597532,1.008488,2.120786
924.8335877558364,0.946119,1.905677
918.2987471779893,0.9338699,1.661897
911.7927474295572,0.9087759,1.430313
905.3155613630786,0.8805155,1.192099
898.8671614952208,0.8638536,1.003808
892.4475200061635,0.8432855,0.8342088
886.0566087389907,0.8192438,0.7155647
879.6943991990873,0.7933798,0.6841916
873.3608625535505,0.7733881,0.6879054
867.0559696306027,0.765182,0.7230222
860.7796909190171,0.7454681,0.7477481
854.5319965675538,0.7301712,0.7164294
848.3128563843965,0.7495606,0.6798764
842.122239836618,0.771035,0.6377395
835.9601160496203,0.7518868,0.616893
829.8264538066207,0.7326087,0.6065664
823.7212215481338,0.7140874,0.6187338
817.6443873714394,0.6914198,0.64519
811.5959190301102,0.625684,0.6505707
805.5757839334922,0.6046574,0.62481
799.5839491462452,0.6076785,0.62165
793.6203813878559,0.5759857,0.6402734
787.6850470321849,0.5508493,0.656176
781.7779121070105,0.5608524,0.650795
775.8989422935896,0.5531874,0.6730123
770.0481029262255,0.5540198,0.6792727
764.2253589918502,0.5456733,0.7061741
758.4306751296081,0.604112,0.713412
752.6640156304659,0.6258469,0.730793
746.9253444368188,0.6526459,0.7345851
741.2146251421134,0.6734453,0.7249131
735.5318209904866,0.7049982,0.7169512
729.8768948764045,0.7383595,0.7003421
724.2498093443257,0.8004475,0.6804336
718.6505265883649,0.8462539,0.6988545
713.0790084519721,0.9209763,0.7141839
707.5352164276317,1.000331,0.7519534
702.0191116565552,1.093167,0.8147212
696.5306549284094,1.19198,0.8893618
691.0698066810291,1.303869,0.9801697
685.6365270001713,1.404211,1.114057
680.2307756192595,1.440324,1.28026
674.8525119191503,1.41969,1.497903
669.5016949279158,1.343356,1.769218
664.1782833206212,1.183667,2.147982
658.8822354191412,0.9709231,2.70025
653.6135091919717,0.7774267,3.506007
648.3720622540587,0.62785,4.697874
643.1578518666377,0.5253531,6.409355
637.9708349370993,0.4816272,8.775115
632.8109680188435,0.4900861,12.1609
627.6782073111842,0.4895121,17.27173
622.5725086592241,0.4788285,25.20243
617.4938275537824,0.4718708,36.87764
612.4421191313107,0.4627723,52.23733
607.4173381738375,0.4412052,69.22738
602.4194391089177,0.4201124,85.0154
597.4483760096047,0.4065941,98.69138
592.5041025944329,0.3930257,114.7791
587.5865722274101,0.3744537,143.5035
582.6957379180362,0.3884524,195.4162
577.8315523213306,0.4119982,271.2199
572.9939677378662,0.4313895,353.0633
568.1829361138413,0.4545258,409.457
563.3984090411392,0.4746701,413.4618
558.6403377574259,0.4960542,358.6202
553.908673146253,0.5186362,262.9256
549.2033657371734,0.5524529,159.4284
544.524365705885,0.6023815,78.07603
539.8716228743784,0.6364677,30.78582
535.245086711106,0.6636416,10.59101
