nt,Ladder,raiA_02
7095.135938608464,1.914452,0.06351671
7076.040381966145,1.943861,0.06165759
7056.964834702996,2.001317,0.05939022
7037.909334777054,2.1809,0.05562659
7018.873920149825,2.313853,0.07037051
6999.858628786023,2.499731,0.0870003
6980.863498653243,2.676181,0.08689097
6961.888567721643,2.870801,0.08513486
6942.933873963686,3.046688,0.07493974
6923.999455353798,3.196803,0.06057553
6905.085349868066,3.307884,0.05939029
6886.19159548396,3.467809,0.07838644
6867.318230179992,3.657408,0.09130628
6848.4652919354285,4.030269,0.09501523
6829.632818729945,4.421582,0.09775543
6810.820848543356,4.759091,0.09471343
6792.029419355233,5.074523,0.07402843
6773.258569144695,5.293632,0.05928645
6754.5083358899565,5.558627,0.06169003
6735.778757568102,5.954283,0.069444
6717.069872154742,6.342194,0.0676684
6698.381717623628,6.67195,0.06502562
6679.714331946435,6.831809,0.06963386
6661.067753092334,6.945024,0.0747247
6642.442019027723,7.134585,0.07466853
6623.837167715823,7.378661,0.06423881
6605.253237116442,7.737736,0.06500608
6586.6902651855835,8.170935,0.07536767
6568.14828987508,8.539539,0.08697085
6549.62734913231,8.862445,0.08385203
6531.127480899848,9.135523,0.08053593
6512.6487231150395,9.36096,0.07418773
6494.191113709826,9.509343,0.0725529
6475.754690610194,9.613329,0.07934355
6457.339491735986,9.695344,0.08980841
6438.945555000454,9.815679,0.09265113
6420.572918309959,9.879264,0.0991864
6402.221619563609,10.0528,0.1052545
6383.891696652854,10.17947,0.1258251
6365.583187461217,10.22374,0.1456873
6347.296129863818,10.08333,0.1682642
6329.030561727138,9.990827,0.1522508
6310.786520908545,9.897355,0.1104723
6292.564045255999,9.784053,0.07657264
6274.363172607664,9.763878,0.06318048
6256.183940791502,9.819918,0.0732578
6238.026387624966,9.71672,0.08446696
6219.890550914565,9.61962,0.09633817
6201.776468455542,9.545209,0.09765945
6183.684178031439,9.488782,0.06960756
6165.613717413774,9.32434,0.06221939
6147.565124361601,9.05059,0.07559655
6129.538436621187,8.792279,0.08853906
6111.533691925587,8.484431,0.08642177
6093.550927994261,8.25388,0.07178292
6075.590182532685,8.190295,0.07019724
6057.651493231979,8.062755,0.07111252
6039.734897768466,7.885495,0.06132245
6021.840433803329,7.767338,0.0616835
6003.968138982203,7.628545,0.06015882
5986.118050934728,7.487096,0.05913687
5968.290207274197,7.310381,0.06474539
5950.484645597157,7.100846,0.08164518
5932.701403482944,6.869776,0.1015728
5914.940518493347,6.550628,0.1029572
5897.202028172136,6.302176,0.07541597
5879.485970044698,6.081143,0.05099582
5861.792381617586,5.81693,0.03692014
5844.1213003781395,5.526448,0.03295989
5826.472763794019,5.140543,0.03075883
5808.846809312831,4.703027,0.02853117
5791.243474361668,4.371694,0.02671555
5773.662796346734,4.148152,0.02833132
5756.104812652836,4.014174,0.03309099
5738.5695606430445,3.895256,0.04211518
5721.057077658197,3.756244,0.06481275
5703.567401016504,3.612875,0.09708121
5686.100568013082,3.435869,0.1132966
5668.656615919537,3.281792,0.11439
5651.235581983552,3.139419,0.1108021
5633.83750342836,2.925786,0.1125682
5616.462417452379,2.680723,0.1101455
5599.110361228743,2.500973,0.0943122
5581.781371904854,2.423043,0.09165939
5564.475486601902,2.398348,0.0962204
5547.192742414464,2.373124,0.09869012
5529.933176410013,2.352238,0.1181521
5512.696825628461,2.273332,0.1293886
5495.483727081717,2.12236,0.1258503
5478.293917753237,2.013039,0.1191406
5461.127434597512,1.974852,0.1066792
5443.984314539627,1.930594,0.09499804
5426.864594474829,1.848568,0.09010033
5409.76831126799,1.764347,0.08636094
5392.695501753192,1.697052,0.07394803
5375.646202733216,1.640594,0.06327765
5358.620450979082,1.615792,0.06249449
5341.618283229563,1.614942,0.07460847
5324.639736190697,1.585031,0.09069885
5307.684846535329,1.541245,0.09628309
5290.753650902589,1.51177,0.1057719
5273.846185897424,1.471094,0.1158858
5256.962488090119,1.409344,0.1146922
5240.102594015774,1.360221,0.1149996
5223.266540173832,1.307472,0.1113742
5206.454363027563,1.280542,0.1189541
5189.666099003586,1.312401,0.1207263
5172.901784491352,1.36315,0.1157142
5156.161455842641,1.375541,0.1147973
5139.4451493710485,1.359367,0.1000592
5122.752901351513,1.354294,0.08201023
5106.084748019734,1.35807,0.07925456
5089.440725571737,1.337516,0.09679008
5072.820870163288,1.33951,0.1202806
5056.225217909453,1.364744,0.1429602
5039.6538048839775,1.327565,0.1658293
5023.106667118851,1.293581,0.1553395
5006.583840603749,1.286288,0.1216739
4990.085361285472,1.279955,0.1077168
4973.6112650674995,1.275881,0.1030471
4957.161587809351,1.245652,0.1108827
4940.736365326129,1.219779,0.121265
4924.335633387969,1.210098,0.1410901
4907.959427719474,1.207324,0.1567684
4891.607783999171,1.237458,0.1537837
4875.280737859021,1.276325,0.1493391
4858.978324883784,1.267416,0.1299878
4842.70058061056,1.264499,0.09057742
4826.447540528178,1.292596,0.07523406
4810.219240076653,1.318835,0.07819442
4794.015714646649,1.351728,0.09720085
4777.836999578887,1.384243,0.1144161
4761.683130163632,1.370245,0.1124876
4745.554141640067,1.315007,0.1043836
4729.450069195779,1.247216,0.09582061
4713.3709479661675,1.267609,0.1065343
4697.316813033875,1.3325,0.1309504
4681.28769942822,1.363763,0.1392598
4665.283642124601,1.381263,0.1317307
4649.30467604395,1.443194,0.1175379
4633.350836052123,1.491909,0.1005503
4617.422156959314,1.555518,0.09769045
4601.518673519521,1.633238,0.0947555
4585.640420429881,1.725672,0.09100925
4569.787432330131,1.772326,0.06881429
4553.95974380201,1.848798,0.03959628
4538.157389368625,1.990312,0.01340942
4522.380403493929,2.241572,-0.009647336
4506.628820582003,2.509356,-0.0106033
4490.902674976593,2.84576,0.01602414
4475.202000960383,3.218758,0.03645485
4459.526832754452,3.603955,0.06097951
4443.877204517668,4.010778,0.0760318
4428.253150346015,4.468426,0.0878676
4412.65470427205,4.943678,0.09125946
4397.081900264229,5.52394,0.08341552
4381.534772226305,6.124203,0.08457972
4366.013353996732,6.77701,0.08832322
4350.517679348003,7.508887,0.08037002
4335.047781986011,8.17738,0.07863668
4319.603695549472,8.817031,0.1009784
4304.1854536092405,9.482563,0.1209033
4288.7930896676935,10.17679,0.1128024
4273.426637158095,10.80963,0.1000951
4258.086129443942,11.37072,0.08392427
4242.7715998183485,11.9349,0.06982727
4227.483081503342,12.48281,0.05280938
4212.220607649302,13.02863,0.04352834
4196.984211334213,13.57493,0.05597334
4181.773925563078,14.14337,0.06313238
4166.589783267248,14.58261,0.06518014
4151.431817303727,14.75126,0.08556452
4136.300060454571,14.92039,0.09968595
4121.194545426168,14.93881,0.08990423
4106.115304848609,14.89374,0.06412926
4091.0623712750016,14.83518,0.04036343
4076.0357771807858,14.61333,0.03392134
4061.0355549631004,14.39575,0.04782295
4046.0617369400593,14.10125,0.08714648
4031.114355350108,13.80308,0.121323
4016.193442351312,13.65884,0.1282275
4001.299030020697,13.40328,0.08991361
3986.431150353548,12.99541,0.0573285
3971.58983526272,12.46775,0.03050796
3956.7751165779564,11.84859,0.02727213
3941.987026045175,11.16283,0.05606056
3927.225595325792,10.48493,0.0919821
3912.490855996,9.892628,0.1038159
3897.782839546082,9.328539,0.1032824
3883.1015773797,8.741242,0.09795107
3868.4471008131977,8.18115,0.1048614
3853.8194410748592,7.716842,0.1162881
3839.2186293042273,7.205307,0.1157115
3824.6446965513765,6.685317,0.1143362
3810.0976737762076,6.298509,0.1101983
3795.577591847697,6.001655,0.1359342
3781.084481543189,5.696534,0.1629921
3766.6183735476848,5.341399,0.2046845
3752.1792984530966,4.976412,0.2472036
3737.7672867575197,4.57754,0.2535831
3723.382368864505,4.170217,0.2113888
3709.024575082316,3.89193,0.1614385
3694.6939356231856,3.725168,0.1087883
3680.390480602585,3.554684,0.07973973
3666.1142400384697,3.384562,0.06471045
3651.865243850558,3.23557,0.08693738
3637.6435218595384,3.12621,0.1075076
3623.4491037863563,3.0117,0.1074113
3609.2820192514437,2.928162,0.1078138
3595.1422977739644,2.834335,0.1180243
3581.029968771056,2.704446,0.1235407
3566.9450615570577,2.569015,0.1227329
3552.8876053427584,2.481083,0.1229917
3538.857629234631,2.41418,0.1143431
3524.8551622340638,2.353703,0.0980643
3510.8802332365663,2.295489,0.06675299
3496.9328710310137,2.250395,0.05500078
3483.013104298869,2.234961,0.05310284
3469.120961613405,2.265144,0.0509599
3455.2564714389123,2.302575,0.06456449
3441.4196621299234,2.313737,0.07075057
3427.6105619304076,2.308694,0.0778819
3413.8291989730196,2.303555,0.07624127
3400.0756012782535,2.282342,0.06806453
3386.3497967536928,2.228691,0.06484479
3372.651813193203,2.193249,0.04581605
3358.9816782761086,2.173221,0.02604191
3345.339419566409,2.131415,0.02268028
3331.7250645119866,2.110114,0.04250156
3318.1386404437694,2.093439,0.07648493
3304.58017457494,2.036741,0.1096464
3291.0496940001126,1.994791,0.1271735
3277.5472256945354,1.986318,0.1366381
3264.0727965132523,1.991997,0.1154969
3250.6264331903035,2.004807,0.08078427
3237.2081623378604,2.008594,0.08564834
3223.818010445479,2.010755,0.09589823
3210.456003879182,2.004448,0.1035913
3197.1221688806972,1.995502,0.1041157
3183.816531566598,1.996241,0.09481125
3170.5391179274575,1.949932,0.09291487
3157.28995382703,1.874344,0.06449334
3144.069065001417,1.840554,0.04087778
3130.8764770582006,1.84612,0.03644063
3117.7122154756207,1.875612,0.02078222
3104.576305601705,1.918116,0.0244425
3091.4687726534567,1.963929,0.0261708
3078.3896417159604,1.970647,0.04797618
3065.3389377415633,1.915867,0.0590199
3052.3166855489853,1.857695,0.06523697
3039.32290982251,1.827238,0.06153222
3026.3576351110496,1.7908,0.0491867
3013.4208858273523,1.741509,0.04205807
3000.512686247106,1.731243,0.05609412
2987.6330605080634,1.769095,0.06238334
2974.782032609178,1.795076,0.08570465
2961.959626409747,1.777087,0.08423265
2949.165865628504,1.748109,0.08693499
2936.400773842777,1.752669,0.05978503
2923.664374487572,1.75993,0.04633965
2910.9566908547304,1.777737,0.07478898
2898.277746092005,1.81556,0.1161785
2885.6275632022175,1.842225,0.140371
2873.0061650423104,1.856111,0.1378818
2860.4135743225243,1.838713,0.1063805
2847.849813605448,1.80871,0.07260645
2835.314905305157,1.792308,0.02381217
2822.8088716863012,1.775865,0.02689557
2810.3317348632045,1.775074,0.0623662
2797.883516798978,1.781132,0.08330396
2785.464239304591,1.786602,0.07134099
2773.0739240379803,1.788198,0.05600979
2760.7125925031446,1.749095,0.06405994
2748.380266049225,1.716295,0.06204943
2736.0769658695917,1.676278,0.07168657
2723.8027130009405,1.667063,0.1024378
2711.5575283223698,1.653708,0.1383582
2699.341432554439,1.642429,0.1493587
2687.154446258295,1.620743,0.1369894
2674.996589834708,1.599115,0.1308107
2662.867883523163,1.569587,0.1137309
2650.768347400919,1.57254,0.09522732
2638.6980013821153,1.562733,0.1070707
2626.656865216801,1.587582,0.1235308
2614.6449584900024,1.624038,0.1216321
2602.6623006208306,1.657312,0.1208033
2590.708910861491,1.703579,0.1267248
2578.784808296389,1.706001,0.1290513
2566.8900118411498,1.656332,0.1124835
2555.024540241712,1.584049,0.102177
2543.1884120733503,1.528224,0.09350102
2531.381645739757,1.509555,0.06219285
2519.6042594720716,1.496424,0.05772143
2507.856271327948,1.492373,0.08731979
2496.137699190588,1.479313,0.1172926
2484.4485607677952,1.424983,0.1306436
2472.788873591014,1.385622,0.1189199
2461.1586550143907,1.389822,0.09038585
2449.55792221378,1.408655,0.05111735
2437.986692185828,1.430038,0.03272925
2426.4449817469576,1.414003,0.03625917
2414.932807532466,1.378532,0.03409361
2403.4501859954926,1.368652,0.06210403
2391.9971334061083,1.400951,0.1179233
2380.573665850314,1.429365,0.1540337
2369.179799229088,1.480003,0.196021
2357.8155492573846,1.490093,0.2060736
2346.4809314632093,1.506807,0.2064977
2335.1759611865928,1.505419,0.1665221
2323.9006535786493,1.514751,0.1226308
2312.655023600581,1.523863,0.09443284
2301.439086022702,1.524611,0.09396938
2290.2528554234673,1.516813,0.08801419
2279.0963461884694,1.527102,0.09867025
2267.969572509486,1.516106,0.09662628
2256.8725483834583,1.54339,0.09939725
2245.8052876115294,1.581195,0.06286321
2234.7678037980504,1.594906,0.04859139
2223.7601103495863,1.668741,0.04415598
2212.7822204739396,1.823526,0.03845098
2201.8341471791473,2.048307,0.0461183
2190.91590327248,2.359938,0.08564071
2180.0275013594674,2.850624,0.09757698
2169.1689538428914,3.542844,0.09516137
2158.3402729218024,4.410157,0.08731999
2147.5414705905005,5.5783,0.09396814
2136.772558637554,7.016148,0.06703585
2126.033548644804,8.650425,0.04605497
2115.3244519863433,10.59542,0.03379056
2104.6452798275354,12.60778,0.054218
2093.996043124004,14.5448,0.04200349
2083.376752620636,16.26285,0.05377118
2072.7874188505675,17.73598,0.06175596
2062.228052134187,18.98074,0.04343083
2051.698662578121,19.9354,0.02301767
2041.1992600742476,20.51321,0.02209526
2030.7298542986605,20.72195,0.04606119
2020.2904547106937,20.35801,0.06997471
2009.8810705518797,19.60526,0.06813864
1999.5017108449676,18.71261,0.08560899
1989.1523843928992,17.7225,0.09656366
1978.8330997778012,16.70559,0.1396503
1968.5438653599808,15.63844,0.184954
1958.2846892769044,14.3836,0.1992995
1948.0555794421912,13.05572,0.2051978
1937.8565435446012,11.68372,0.1524086
1927.6875890470183,10.3374,0.1035267
1917.5487231854502,9.026603,0.049083
1907.4399529679927,7.693394,0.03323329
1897.3612851738408,6.437129,0.0400326
1887.31272635226,5.273554,0.04010148
1877.294282821566,4.239131,0.03123132
1867.305960668136,3.411323,0.03801974
1857.3477657453634,2.828894,0.0388899
1847.4197036726691,2.389811,0.04988531
1837.5217798344727,2.038917,0.0439324
1827.653999379172,1.819149,0.05441348
1817.8163672181545,1.668072,0.0611435
1808.0088880247554,1.588159,0.04754261
1798.231566233261,1.581694,0.04924613
1788.484406037878,1.578415,0.08687722
1778.7674113917392,1.547034,0.08949211
1769.0805860058756,1.509997,0.08544435
1759.423933348207,1.455837,0.08702008
1749.7974566425346,1.416485,0.09009671
1740.201158867515,1.371284,0.06437959
1730.635042755664,1.381772,0.04314822
1721.09911079233,1.397753,0.04473042
1711.5933652146896,1.411257,0.02970401
1702.1178080107502,1.436231,0.01156892
1692.6724409183037,1.431599,0.01885039
1683.2572654239543,1.40469,0.03011376
1673.8722827620982,1.385861,0.03340564
1664.517493913899,1.368834,0.02212517
1655.1928996063098,1.377377,0.01266855
1645.8985003110363,1.365008,0.01218461
1636.634296243554,1.3356,0.01328149
1627.4002873620952,1.303897,0.01682157
1618.1964733666402,1.262368,0.02639367
1609.0228536979332,1.25838,0.03870225
1599.8794275364532,1.274198,0.03371434
1590.7661938014414,1.29644,0.03291006
1581.6831511498806,1.325001,0.03257917
1572.63029797551,1.319622,0.03602291
1563.6076324078283,1.321359,0.01926041
1554.6151523110893,1.330454,0.01918206
1545.6528552833222,1.32027,0.03403961
1536.7207386553227,1.32707,0.04500065
1527.8187994896814,1.34637,0.05900839
1518.94703457978,1.360704,0.05474325
1510.105440448809,1.362899,0.02961165
1501.2940133487868,1.344052,0.03786979
1492.512749259563,1.345757,0.02426634
1483.7616438878506,1.36005,0.05385131
1475.040692666242,1.375629,0.06405614
1466.349890752224,1.408847,0.06992293
1457.6892330272053,1.421824,0.05573418
1449.058714095553,1.398675,0.02928702
1440.458328283599,1.355678,0.01036782
1431.8880696386939,1.324729,0.02725007
1423.3479319282203,1.311387,0.02991123
1414.837908638638,1.321474,0.06003343
1406.357992974524,1.332515,0.06949127
1397.9081778575976,1.321958,0.08346038
1389.4884559257803,1.278226,0.07426123
1381.0988195322284,1.242128,0.06897506
1372.7392607443878,1.231969,0.07068888
1364.409771343037,1.227955,0.07818566
1356.110342821347,1.218031,0.05384552
1347.8409663839345,1.212508,0.02952817
1339.601632945917,1.185907,0.02353567
1331.3923331319806,1.132211,0.0269685
1323.2130572754438,1.091226,0.03124913
1315.0637954173205,1.06331,0.04698316
1306.944537305398,1.056424,0.05860782
1298.8552723933026,1.061558,0.04894468
1290.7959898395893,1.087441,0.02806891
1282.7666785068102,1.12573,0.01373564
1274.7673269606114,1.158216,0.02330598
1266.7979234688094,1.165387,0.03808855
1258.8584560004958,1.166905,0.05539156
1250.948912225118,1.166201,0.07126527
1243.069279511597,1.194293,0.07188366
1235.2195449274068,1.214169,0.05680252
1227.3996952377138,1.243349,0.04577618
1219.6097169044504,1.240523,0.05217071
1211.849596085462,1.206305,0.07489555
1204.1193186336116,1.167251,0.09548106
1196.4188700959005,1.165188,0.1056123
1188.748235712616,1.149675,0.07957295
1181.1074004164345,1.160289,0.06121669
1173.496348831586,1.166259,0.05910648
1165.9150652729775,1.172652,0.05577224
1158.3635337453477,1.1549,0.07227365
1150.841737942422,1.15504,0.07616782
1143.3496612460563,1.187289,0.07440849
1135.8872867254074,1.234609,0.05876572
1128.4545971361013,1.263893,0.04946695
1121.0515749193853,1.353517,0.05811322
1113.6782022013379,1.44974,0.05521613
1106.334460792014,1.578079,0.05058455
1099.0203321846545,1.761129,0.07620707
1091.7357975548762,2.036604,0.1159943
1084.480837759857,2.416646,0.142304
1077.25543333756,2.907083,0.1535014
1070.0595645059204,3.609624,0.1396536
1062.8932111620766,4.638265,0.106706
1055.7563528815842,6.047839,0.08996257
1048.6489689176412,7.901147,0.09410299
1041.5710382003313,10.29788,0.1166706
1034.5225393358503,13.29074,0.1281619
1027.5034506057536,17.14352,0.1167238
1020.5137499662221,22.09589,0.0974203
1013.5534150472964,28.1243,0.0960037
1006.622423152167,34.37254,0.111559
999.7207512564245,38.93011,0.1248801
992.8483760073515,39.63179,0.1430525
986.0052737232032,35.56234,0.1678573
979.1914203924952,27.52759,0.189384
972.4067916733122,18.0266,0.1854262
965.6513628926065,9.656248,0.1776666
958.925109045508,4.241125,0.1811843
952.2280047946639,1.901191,0.183736
945.5600244695398,1.315102,0.1914856
938.9211420657757,1.236137,0.219958
932.3113312445254,1.207068,0.2498152
925.7305653318018,1.226618,0.2477382
919.1788173178393,1.245661,0.2113245
912.6560598564639,1.222114,0.1960331
906.1622652644672,1.22151,0.194752
899.6974055209838,1.188601,0.1862552
893.2614522668905,1.120295,0.1676534
886.854376804203,1.062946,0.1380223
880.4761500954829,1.046115,0.1009389
874.1267427632628,1.058703,0.06042544
867.8061250894597,1.038573,0.05089449
861.5142670148166,1.034587,0.06870088
855.2511381383514,1.031975,0.07573224
849.0167077167982,1.018227,0.07734352
842.8109446640784,1.025966,0.08550954
836.633817550767,1.034778,0.1121129
830.4852946035763,1.051105,0.1526153
824.3653437048412,1.062383,0.2008759
818.2739323920268,1.050763,0.2201266
812.2110278572296,1.043656,0.2006139
806.1765969467024,1.000297,0.1685174
800.1706061603786,0.9488737,0.1494196
794.1930216514183,0.8959084,0.1372613
788.2438092257527,0.8767247,0.1361925
782.3229343416446,0.8984011,0.147092
776.4303621092611,0.9104056,0.146219
770.5660572902505,0.8878235,0.104043
764.7299842973384,0.8757727,0.07241843
758.9221071939278,0.8403757,0.06102172
753.1423896937112,0.8252815,0.04208487
747.3907951602971,0.8100002,0.01957082
741.6672866068449,0.8013328,0.0157767
735.9718266957109,0.8014616,0.03179472
730.3043777381072,0.7968734,0.03158888
724.6649016937712,0.7783173,0.01921016
719.0533601706451,0.7942864,0.03463929
713.4697144245738,0.807012,0.05046753
707.913925359005,0.8138951,0.05583078
702.3859535247094,0.7946736,0.05891777
696.8857591195074,0.7628604,0.04808439
691.4133019880136,0.7330317,0.03017653
685.9685416213866,0.6971667,0.01204283
680.5514371571012,0.6671744,0.01259006
675.1619473787198,0.6743085,0.04103275
669.8000307156931,0.6737694,0.06991532
664.4656452431566,0.6775643,0.0924058
659.1587486817559,0.6812841,0.1043872
653.8792983974703,0.6915489,0.09572944
648.6272514014638,0.6931434,0.08902679
643.4025643499396,0.6936199,0.08897439
638.2051935440086,0.7069765,0.09279329
633.035094929582,0.7219199,0.1022019
627.8922240972637,0.7199397,0.1125045
622.7765362822644,0.7383295,0.122631
617.6879863643322,0.7619151,0.1357687
612.6265288676877,0.7753841,0.1338634
607.5921179609829,0.7666733,0.12936
602.5847074572744,0.7560773,0.1337439
597.6042508139999,0.7598989,0.1454704
592.6507011329843,0.7664444,0.1649714
587.7240111604542,0.7787399,0.1820413
582.8241332870607,0.808224,0.1977639
577.9510195479293,0.8415285,0.2074401
573.1046216227213,0.8520535,0.2140673
568.2848908357025,0.8235582,0.2151791
563.4917781558395,0.8020795,0.2151714
558.7252341969037,0.801665,0.2397989
