nt,Ladder,ROOL_120
8932.466887953091,0.3431205,0.09595533
8911.691537567945,0.3548864,0.08501969
8890.93275413193,0.3609176,0.09566413
8870.19057421943,0.3743208,0.1199449
8849.465034429119,0.388453,0.1498755
8828.756171383911,0.3718846,0.1783616
8808.064021730763,0.3264888,0.18448
8787.38862214049,0.2946385,0.1568873
8766.730009307576,0.2797835,0.1381745
8746.088219950074,0.284361,0.1218301
8725.463290809363,0.3123886,0.1145386
8704.85525865,0.3436324,0.134213
8684.264160259541,0.3614552,0.1618408
8663.690032448414,0.3690449,0.1706731
8643.132912049636,0.3664474,0.1751702
8622.592835918746,0.3725387,0.1647558
8602.06984093357,0.3702427,0.1561302
8581.563963994033,0.3648119,0.1667686
8561.075242022003,0.3707959,0.1920421
8540.603711961088,0.372868,0.2263871
8520.149410776477,0.376752,0.2460898
8499.712375454728,0.3727868,0.2354116
8479.292643003582,0.3544958,0.2022535
8458.890250451814,0.3364881,0.15067
8438.505234848968,0.3215702,0.1124736
8418.137633265262,0.3448133,0.100914
8397.787482791324,0.3184498,0.1090225
8377.454820538003,0.2985578,0.1249551
8357.139683636231,0.3859376,0.1409547
8336.84210923677,0.5126967,0.1553266
8316.562134510015,0.6413286,0.1649699
8296.29979664585,0.714862,0.1612473
8276.055132853378,0.711729,0.1462165
8255.828180360786,0.6316124,0.1318515
8235.618976415097,0.4769349,0.1197503
8215.427558281974,0.4413022,0.1299385
8195.253963245523,0.5283263,0.1487434
8175.09822860812,0.5699545,0.1610108
8154.960391690098,0.5830997,0.1788002
8134.840489829684,0.5560393,0.1761248
8114.738560382644,0.5117429,0.1527283
8094.654640722224,0.4788059,0.1276268
8074.588768238759,0.4536233,0.1160349
8054.540980339618,0.4347679,0.1322605
8034.511314448892,0.4131811,0.1527992
8014.499808007237,0.3952594,0.1809122
7994.506498471584,0.3736425,0.1896278
7974.531423314984,0.3574124,0.1688337
7954.574620026378,0.3764721,0.1494068
7934.636126110339,0.404512,0.1318864
7914.715979086851,0.4310643,0.1162779
7894.814216491135,0.4452329,0.1002341
7874.930875873378,0.4580587,0.09292912
7855.065994798488,0.4638767,0.1064004
7835.219610845933,0.4546862,0.1215602
7815.391761609427,0.4374711,0.1255242
7795.582484696761,0.4250251,0.1160749
7775.79181772952,0.4010119,0.1049376
7756.019798342894,0.3985329,0.09512207
7736.266464185399,0.4058849,0.09423162
7716.531852918666,0.4249943,0.1016016
7696.816002217205,0.4493385,0.1155849
7677.118949768122,0.4783432,0.107985
7657.440733270921,0.4947626,0.08693361
7637.781390437224,0.5029293,0.06521717
7618.140958990574,0.5271891,0.05689019
7598.519476666144,0.5493146,0.05768382
7578.916981210463,0.5600699,0.05936601
7559.333510381267,0.5687082,0.06860536
7539.769101947123,0.5630302,0.08503599
7520.223793687264,0.5579786,0.09137131
7500.697623391305,0.5631015,0.1015326
7481.190628858961,0.5911877,0.1210625
7461.702847899853,0.6405464,0.137351
7442.234318333158,0.6681319,0.1471073
7422.785077987427,0.6806018,0.1370471
7403.355164700291,0.6940126,0.1080032
7383.944616318197,0.7364333,0.09040712
7364.5534706961325,0.799736,0.0792293
7345.181765697359,0.8816603,0.1005649
7325.82953919316,0.9468572,0.1216383
7306.496829062585,1.007614,0.1417535
7287.183673192123,1.037307,0.1685923
7267.890109475445,1.097364,0.1569945
7248.616175813165,1.169363,0.1177727
7229.361910112553,1.24353,0.1027448
7210.127350287191,1.258529,0.04822566
7190.912534256805,1.318954,0.02482624
7171.717499946862,1.421021,0.02920672
7152.542285288382,1.56363,0.05797531
7133.386928217594,1.692534,0.09118969
7114.251466675671,1.832384,0.1016518
7095.135938608464,1.914452,0.1139245
7076.040381966145,1.943861,0.1163941
7056.964834702996,2.001317,0.08336628
7037.909334777054,2.1809,0.1074751
7018.873920149825,2.313853,0.1352534
6999.858628786023,2.499731,0.1245631
6980.863498653243,2.676181,0.1121111
6961.888567721643,2.870801,0.09184931
6942.933873963686,3.046688,0.09167266
6923.999455353798,3.196803,0.1001019
6905.085349868066,3.307884,0.1169664
6886.19159548396,3.467809,0.149341
6867.318230179992,3.657408,0.1479163
6848.4652919354285,4.030269,0.1174267
6829.632818729945,4.421582,0.1208534
6810.820848543356,4.759091,0.1111989
6792.029419355233,5.074523,0.1129073
6773.258569144695,5.293632,0.1082018
6754.5083358899565,5.558627,0.114052
6735.778757568102,5.954283,0.1193963
6717.069872154742,6.342194,0.1160855
6698.381717623628,6.67195,0.1028941
6679.714331946435,6.831809,0.100396
6661.067753092334,6.945024,0.06319057
6642.442019027723,7.134585,0.04704743
6623.837167715823,7.378661,0.04957992
6605.253237116442,7.737736,0.06117936
6586.6902651855835,8.170935,0.0612589
6568.14828987508,8.539539,0.06501105
6549.62734913231,8.862445,0.07091103
6531.127480899848,9.135523,0.07840975
6512.6487231150395,9.36096,0.06704943
6494.191113709826,9.509343,0.05177105
6475.754690610194,9.613329,0.04073015
6457.339491735986,9.695344,0.05099614
6438.945555000454,9.815679,0.05254441
6420.572918309959,9.879264,0.06986852
6402.221619563609,10.0528,0.07915168
6383.891696652854,10.17947,0.07847289
6365.583187461217,10.22374,0.07993635
6347.296129863818,10.08333,0.08493735
6329.030561727138,9.990827,0.08957141
6310.786520908545,9.897355,0.09086933
6292.564045255999,9.784053,0.08082727
6274.363172607664,9.763878,0.07413864
6256.183940791502,9.819918,0.05042229
6238.026387624966,9.71672,0.05373402
6219.890550914565,9.61962,0.07157333
6201.776468455542,9.545209,0.08369109
6183.684178031439,9.488782,0.0997654
6165.613717413774,9.32434,0.1043849
6147.565124361601,9.05059,0.1138585
6129.538436621187,8.792279,0.1088443
6111.533691925587,8.484431,0.1222251
6093.550927994261,8.25388,0.1320419
6075.590182532685,8.190295,0.1345978
6057.651493231979,8.062755,0.147492
6039.734897768466,7.885495,0.1616836
6021.840433803329,7.767338,0.1737496
6003.968138982203,7.628545,0.1848999
5986.118050934728,7.487096,0.1606917
5968.290207274197,7.310381,0.1355071
5950.484645597157,7.100846,0.1007392
5932.701403482944,6.869776,0.07546579
5914.940518493347,6.550628,0.0426267
5897.202028172136,6.302176,0.01119481
5879.485970044698,6.081143,0.006722
5861.792381617586,5.81693,0.01668589
5844.1213003781395,5.526448,0.03048521
5826.472763794019,5.140543,0.04934018
5808.846809312831,4.703027,0.06573796
5791.243474361668,4.371694,0.06823861
5773.662796346734,4.148152,0.05914386
5756.104812652836,4.014174,0.0568983
5738.5695606430445,3.895256,0.06249008
5721.057077658197,3.756244,0.05764739
5703.567401016504,3.612875,0.05543815
5686.100568013082,3.435869,0.04984529
5668.656615919537,3.281792,0.04820292
5651.235581983552,3.139419,0.05254478
5633.83750342836,2.925786,0.0536218
5616.462417452379,2.680723,0.05754902
5599.110361228743,2.500973,0.0656357
5581.781371904854,2.423043,0.06734844
5564.475486601902,2.398348,0.05492554
5547.192742414464,2.373124,0.04124675
5529.933176410013,2.352238,0.05008462
5512.696825628461,2.273332,0.07086826
5495.483727081717,2.12236,0.08850639
5478.293917753237,2.013039,0.1127396
5461.127434597512,1.974852,0.1340312
5443.984314539627,1.930594,0.1394719
5426.864594474829,1.848568,0.1357674
5409.76831126799,1.764347,0.1282397
5392.695501753192,1.697052,0.1267621
5375.646202733216,1.640594,0.122935
5358.620450979082,1.615792,0.1126733
5341.618283229563,1.614942,0.09864766
5324.639736190697,1.585031,0.07463177
5307.684846535329,1.541245,0.04422696
5290.753650902589,1.51177,0.02264198
5273.846185897424,1.471094,0.02714497
5256.962488090119,1.409344,0.03889437
5240.102594015774,1.360221,0.03901102
5223.266540173832,1.307472,0.04362641
5206.454363027563,1.280542,0.04595676
5189.666099003586,1.312401,0.05446149
5172.901784491352,1.36315,0.06624156
5156.161455842641,1.375541,0.06370766
5139.4451493710485,1.359367,0.06051852
5122.752901351513,1.354294,0.05433948
5106.084748019734,1.35807,0.08327614
5089.440725571737,1.337516,0.1272364
5072.820870163288,1.33951,0.1645348
5056.225217909453,1.364744,0.1992391
5039.6538048839775,1.327565,0.1992575
5023.106667118851,1.293581,0.1676023
5006.583840603749,1.286288,0.1276721
4990.085361285472,1.279955,0.1002934
4973.6112650674995,1.275881,0.09131432
4957.161587809351,1.245652,0.08287323
4940.736365326129,1.219779,0.08268226
4924.335633387969,1.210098,0.08703081
4907.959427719474,1.207324,0.09495825
4891.607783999171,1.237458,0.09537786
4875.280737859021,1.276325,0.08499894
4858.978324883784,1.267416,0.05644178
4842.70058061056,1.264499,0.03834829
4826.447540528178,1.292596,0.03478332
4810.219240076653,1.318835,0.0561409
4794.015714646649,1.351728,0.0911375
4777.836999578887,1.384243,0.1281049
4761.683130163632,1.370245,0.1302573
4745.554141640067,1.315007,0.124202
4729.450069195779,1.247216,0.1006187
4713.3709479661675,1.267609,0.09684671
4697.316813033875,1.3325,0.08550604
4681.28769942822,1.363763,0.0701243
4665.283642124601,1.381263,0.04290773
4649.30467604395,1.443194,0.02689362
4633.350836052123,1.491909,0.02130594
4617.422156959314,1.555518,0.04951347
4601.518673519521,1.633238,0.06406999
4585.640420429881,1.725672,0.08868411
4569.787432330131,1.772326,0.08802312
4553.95974380201,1.848798,0.08129168
4538.157389368625,1.990312,0.05392872
4522.380403493929,2.241572,0.04072718
4506.628820582003,2.509356,0.03198706
4490.902674976593,2.84576,0.05809898
4475.202000960383,3.218758,0.07562316
4459.526832754452,3.603955,0.1029862
4443.877204517668,4.010778,0.1181356
4428.253150346015,4.468426,0.1412588
4412.65470427205,4.943678,0.131295
4397.081900264229,5.52394,0.1091444
4381.534772226305,6.124203,0.06733288
4366.013353996732,6.77701,0.04304357
4350.517679348003,7.508887,0.01599048
4335.047781986011,8.17738,0.01275431
4319.603695549472,8.817031,0.04657631
4304.1854536092405,9.482563,0.07602715
4288.7930896676935,10.17679,0.08181579
4273.426637158095,10.80963,0.06585035
4258.086129443942,11.37072,0.05716324
4242.7715998183485,11.9349,0.02768249
4227.483081503342,12.48281,0.02032578
4212.220607649302,13.02863,0.03080899
4196.984211334213,13.57493,0.06870259
4181.773925563078,14.14337,0.06876971
4166.589783267248,14.58261,0.07024488
4151.431817303727,14.75126,0.0558273
4136.300060454571,14.92039,0.04580288
4121.194545426168,14.93881,0.06199237
4106.115304848609,14.89374,0.08385671
4091.0623712750016,14.83518,0.0924911
4076.0357771807858,14.61333,0.08581226
4061.0355549631004,14.39575,0.06637423
4046.0617369400593,14.10125,0.02568384
4031.114355350108,13.80308,4.15802e-05
4016.193442351312,13.65884,0.01178233
4001.299030020697,13.40328,0.03190053
3986.431150353548,12.99541,0.04040644
3971.58983526272,12.46775,0.05701337
3956.7751165779564,11.84859,0.07476222
3941.987026045175,11.16283,0.09728806
3927.225595325792,10.48493,0.0985022
3912.490855996,9.892628,0.09920001
3897.782839546082,9.328539,0.08567914
3883.1015773797,8.741242,0.06608073
3868.4471008131977,8.18115,0.03641834
3853.8194410748592,7.716842,0.01230985
3839.2186293042273,7.205307,0.02241984
3824.6446965513765,6.685317,0.02886205
3810.0976737762076,6.298509,0.02655869
3795.577591847697,6.001655,0.01577401
3781.084481543189,5.696534,0.001046066
3766.6183735476848,5.341399,-0.02669545
3752.1792984530966,4.976412,-0.04828322
3737.7672867575197,4.57754,-0.03821131
3723.382368864505,4.170217,-0.01580801
3709.024575082316,3.89193,0.0005925968
3694.6939356231856,3.725168,0.005273859
3680.390480602585,3.554684,0.002262622
3666.1142400384697,3.384562,0.007468669
3651.865243850558,3.23557,0.01154778
3637.6435218595384,3.12621,0.02871985
3623.4491037863563,3.0117,0.05569935
3609.2820192514437,2.928162,0.071987
3595.1422977739644,2.834335,0.06527214
3581.029968771056,2.704446,0.05050261
3566.9450615570577,2.569015,0.05322525
3552.8876053427584,2.481083,0.05588894
3538.857629234631,2.41418,0.05982807
3524.8551622340638,2.353703,0.06420898
3510.8802332365663,2.295489,0.05795128
3496.9328710310137,2.250395,0.04272065
3483.013104298869,2.234961,0.02376158
3469.120961613405,2.265144,0.02964662
3455.2564714389123,2.302575,0.03230642
3441.4196621299234,2.313737,0.03182934
3427.6105619304076,2.308694,0.03781331
3413.8291989730196,2.303555,0.03008685
3400.0756012782535,2.282342,0.02973533
3386.3497967536928,2.228691,0.04296875
3372.651813193203,2.193249,0.05549237
3358.9816782761086,2.173221,0.06486263
3345.339419566409,2.131415,0.07722591
3331.7250645119866,2.110114,0.07986164
3318.1386404437694,2.093439,0.05929616
3304.58017457494,2.036741,0.0269332
3291.0496940001126,1.994791,0.007264502
3277.5472256945354,1.986318,-0.001734337
3264.0727965132523,1.991997,-0.002815862
3250.6264331903035,2.004807,0.02121735
3237.2081623378604,2.008594,0.05376022
3223.818010445479,2.010755,0.0703764
3210.456003879182,2.004448,0.06737453
3197.1221688806972,1.995502,0.04558446
3183.816531566598,1.996241,0.019907
3170.5391179274575,1.949932,0.003603081
3157.28995382703,1.874344,0.001376467
3144.069065001417,1.840554,0.007659622
3130.8764770582006,1.84612,0.02722225
3117.7122154756207,1.875612,0.06263708
3104.576305601705,1.918116,0.1055932
3091.4687726534567,1.963929,0.1477528
3078.3896417159604,1.970647,0.1648024
3065.3389377415633,1.915867,0.1435066
3052.3166855489853,1.857695,0.1012391
3039.32290982251,1.827238,0.07041954
3026.3576351110496,1.7908,0.0669713
3013.4208858273523,1.741509,0.09285481
3000.512686247106,1.731243,0.1395989
2987.6330605080634,1.769095,0.1751457
2974.782032609178,1.795076,0.1866942
2961.959626409747,1.777087,0.1735224
2949.165865628504,1.748109,0.1439772
2936.400773842777,1.752669,0.1050939
2923.664374487572,1.75993,0.07544518
2910.9566908547304,1.777737,0.0789563
2898.277746092005,1.81556,0.1010554
2885.6275632022175,1.842225,0.1239642
2873.0061650423104,1.856111,0.1457832
2860.4135743225243,1.838713,0.1624972
2847.849813605448,1.80871,0.1629076
2835.314905305157,1.792308,0.158728
2822.8088716863012,1.775865,0.176763
2810.3317348632045,1.775074,0.1965498
2797.883516798978,1.781132,0.2026768
2785.464239304591,1.786602,0.2016448
2773.0739240379803,1.788198,0.1825112
2760.7125925031446,1.749095,0.1608087
2748.380266049225,1.716295,0.15892
2736.0769658695917,1.676278,0.1842659
2723.8027130009405,1.667063,0.2188406
2711.5575283223698,1.653708,0.260639
2699.341432554439,1.642429,0.31135
2687.154446258295,1.620743,0.3430766
2674.996589834708,1.599115,0.3480485
2662.867883523163,1.569587,0.3775352
2650.768347400919,1.57254,0.3953841
2638.6980013821153,1.562733,0.3706918
2626.656865216801,1.587582,0.3605062
2614.6449584900024,1.624038,0.3509964
2602.6623006208306,1.657312,0.3234707
2590.708910861491,1.703579,0.2871399
2578.784808296389,1.706001,0.252386
2566.8900118411498,1.656332,0.2132859
2555.024540241712,1.584049,0.1663259
2543.1884120733503,1.528224,0.144529
2531.381645739757,1.509555,0.1591557
2519.6042594720716,1.496424,0.1587851
2507.856271327948,1.492373,0.1701977
2496.137699190588,1.479313,0.1863398
2484.4485607677952,1.424983,0.1738868
2472.788873591014,1.385622,0.1533188
2461.1586550143907,1.389822,0.1248303
2449.55792221378,1.408655,0.1051966
2437.986692185828,1.430038,0.0879776
2426.4449817469576,1.414003,0.07116622
2414.932807532466,1.378532,0.07842496
2403.4501859954926,1.368652,0.09223605
2391.9971334061083,1.400951,0.1126477
2380.573665850314,1.429365,0.1489873
2369.179799229088,1.480003,0.1782174
2357.8155492573846,1.490093,0.1888651
2346.4809314632093,1.506807,0.1776668
2335.1759611865928,1.505419,0.1668727
2323.9006535786493,1.514751,0.1460841
2312.655023600581,1.523863,0.1203598
2301.439086022702,1.524611,0.1222129
2290.2528554234673,1.516813,0.1168413
2279.0963461884694,1.527102,0.126995
2267.969572509486,1.516106,0.1357079
2256.8725483834583,1.54339,0.1213721
2245.8052876115294,1.581195,0.1010917
2234.7678037980504,1.594906,0.06998843
2223.7601103495863,1.668741,0.05041013
2212.7822204739396,1.823526,0.03948402
2201.8341471791473,2.048307,0.04456577
2190.91590327248,2.359938,0.0844594
2180.0275013594674,2.850624,0.1176257
2169.1689538428914,3.542844,0.1341781
2158.3402729218024,4.410157,0.1397855
2147.5414705905005,5.5783,0.1201317
2136.772558637554,7.016148,0.08332773
2126.033548644804,8.650425,0.06377119
2115.3244519863433,10.59542,0.07157952
2104.6452798275354,12.60778,0.08146477
2093.996043124004,14.5448,0.0785027
2083.376752620636,16.26285,0.07177735
2072.7874188505675,17.73598,0.07432134
2062.228052134187,18.98074,0.08642258
2051.698662578121,19.9354,0.08634821
2041.1992600742476,20.51321,0.09490508
2030.7298542986605,20.72195,0.09227282
2020.2904547106937,20.35801,0.09009384
2009.8810705518797,19.60526,0.09768846
1999.5017108449676,18.71261,0.1060473
1989.1523843928992,17.7225,0.1113136
1978.8330997778012,16.70559,0.1204875
1968.5438653599808,15.63844,0.1330041
1958.2846892769044,14.3836,0.1528483
1948.0555794421912,13.05572,0.1418205
1937.8565435446012,11.68372,0.1209793
1927.6875890470183,10.3374,0.1091371
1917.5487231854502,9.026603,0.07036594
1907.4399529679927,7.693394,0.04767558
1897.3612851738408,6.437129,0.04609998
1887.31272635226,5.273554,0.05367976
1877.294282821566,4.239131,0.06722667
1867.305960668136,3.411323,0.07704672
1857.3477657453634,2.828894,0.08670037
1847.4197036726691,2.389811,0.090065
1837.5217798344727,2.038917,0.07224277
1827.653999379172,1.819149,0.08381095
1817.8163672181545,1.668072,0.1029676
1808.0088880247554,1.588159,0.1125273
1798.231566233261,1.581694,0.1176186
1788.484406037878,1.578415,0.122567
1778.7674113917392,1.547034,0.1153001
1769.0805860058756,1.509997,0.1162008
1759.423933348207,1.455837,0.1286687
1749.7974566425346,1.416485,0.1488571
1740.201158867515,1.371284,0.1650831
1730.635042755664,1.381772,0.1595833
1721.09911079233,1.397753,0.1481408
1711.5933652146896,1.411257,0.123557
1702.1178080107502,1.436231,0.08781242
1692.6724409183037,1.431599,0.08132435
1683.2572654239543,1.40469,0.09557141
1673.8722827620982,1.385861,0.09960836
1664.517493913899,1.368834,0.1151548
1655.1928996063098,1.377377,0.1303192
1645.8985003110363,1.365008,0.1549071
1636.634296243554,1.3356,0.192172
1627.4002873620952,1.303897,0.2154896
1618.1964733666402,1.262368,0.2261459
1609.0228536979332,1.25838,0.223335
1599.8794275364532,1.274198,0.2130021
1590.7661938014414,1.29644,0.1992457
1581.6831511498806,1.325001,0.1892938
1572.63029797551,1.319622,0.1943806
1563.6076324078283,1.321359,0.1884277
1554.6151523110893,1.330454,0.1902953
1545.6528552833222,1.32027,0.2095183
1536.7207386553227,1.32707,0.2211309
1527.8187994896814,1.34637,0.2259043
1518.94703457978,1.360704,0.2204876
1510.105440448809,1.362899,0.2157666
1501.2940133487868,1.344052,0.2148325
1492.512749259563,1.345757,0.2213685
1483.7616438878506,1.36005,0.2446705
1475.040692666242,1.375629,0.2530935
1466.349890752224,1.408847,0.2471695
1457.6892330272053,1.421824,0.245746
1449.058714095553,1.398675,0.2565646
1440.458328283599,1.355678,0.2849407
1431.8880696386939,1.324729,0.3143471
1423.3479319282203,1.311387,0.3332125
1414.837908638638,1.321474,0.350162
1406.357992974524,1.332515,0.3457575
1397.9081778575976,1.321958,0.3172866
1389.4884559257803,1.278226,0.2794456
1381.0988195322284,1.242128,0.2448034
1372.7392607443878,1.231969,0.2117295
1364.409771343037,1.227955,0.1848806
1356.110342821347,1.218031,0.1847012
1347.8409663839345,1.212508,0.2114292
1339.601632945917,1.185907,0.2341175
1331.3923331319806,1.132211,0.2615774
1323.2130572754438,1.091226,0.2689923
1315.0637954173205,1.06331,0.2621565
1306.944537305398,1.056424,0.2547518
1298.8552723933026,1.061558,0.2569527
1290.7959898395893,1.087441,0.2760337
1282.7666785068102,1.12573,0.2997136
1274.7673269606114,1.158216,0.3463003
1266.7979234688094,1.165387,0.3730686
1258.8584560004958,1.166905,0.3823019
1250.948912225118,1.166201,0.3979244
1243.069279511597,1.194293,0.4175764
1235.2195449274068,1.214169,0.4306325
1227.3996952377138,1.243349,0.4381935
1219.6097169044504,1.240523,0.4369904
1211.849596085462,1.206305,0.4195204
1204.1193186336116,1.167251,0.381106
1196.4188700959005,1.165188,0.3402785
1188.748235712616,1.149675,0.3106471
1181.1074004164345,1.160289,0.3104902
1173.496348831586,1.166259,0.3411068
1165.9150652729775,1.172652,0.3703063
1158.3635337453477,1.1549,0.3866825
1150.841737942422,1.15504,0.3892845
1143.3496612460563,1.187289,0.3963328
1135.8872867254074,1.234609,0.398939
1128.4545971361013,1.263893,0.4258026
1121.0515749193853,1.353517,0.452342
1113.6782022013379,1.44974,0.4787102
1106.334460792014,1.578079,0.4855161
1099.0203321846545,1.761129,0.4754578
1091.7357975548762,2.036604,0.4841881
1084.480837759857,2.416646,0.5026875
1077.25543333756,2.907083,0.5149496
1070.0595645059204,3.609624,0.5053719
1062.8932111620766,4.638265,0.4867401
1055.7563528815842,6.047839,0.4911854
1048.6489689176412,7.901147,0.5051326
1041.5710382003313,10.29788,0.5222439
1034.5225393358503,13.29074,0.5377995
1027.5034506057536,17.14352,0.534704
1020.5137499662221,22.09589,0.5738855
1013.5534150472964,28.1243,0.5782822
1006.622423152167,34.37254,0.6006101
999.7207512564245,38.93011,0.6360394
992.8483760073515,39.63179,0.6553696
986.0052737232032,35.56234,0.6723254
979.1914203924952,27.52759,0.7124524
972.4067916733122,18.0266,0.7768099
965.6513628926065,9.656248,0.8227789
958.925109045508,4.241125,0.8291297
952.2280047946639,1.901191,0.8396501
945.5600244695398,1.315102,0.842026
938.9211420657757,1.236137,0.8754921
932.3113312445254,1.207068,0.9201476
925.7305653318018,1.226618,0.9696205
919.1788173178393,1.245661,1.014757
912.6560598564639,1.222114,1.045634
906.1622652644672,1.22151,1.09604
899.6974055209838,1.188601,1.162698
893.2614522668905,1.120295,1.208837
886.854376804203,1.062946,1.280972
880.4761500954829,1.046115,1.340354
874.1267427632628,1.058703,1.405884
867.8061250894597,1.038573,1.520166
861.5142670148166,1.034587,1.64913
855.2511381383514,1.031975,1.797889
849.0167077167982,1.018227,1.980211
842.8109446640784,1.025966,2.196434
836.633817550767,1.034778,2.47941
830.4852946035763,1.051105,2.771785
824.3653437048412,1.062383,3.148114
818.2739323920268,1.050763,3.63981
812.2110278572296,1.043656,4.388125
806.1765969467024,1.000297,5.548516
800.1706061603786,0.9488737,7.364332
794.1930216514183,0.8959084,9.570139
788.2438092257527,0.8767247,12.31433
782.3229343416446,0.8984011,17.39914
776.4303621092611,0.9104056,27.73989
770.5660572902505,0.8878235,52.66005
764.7299842973384,0.8757727,106.9867
758.9221071939278,0.8403757,211.7008
753.1423896937112,0.8252815,390.4137
747.3907951602971,0.8100002,654.6959
741.6672866068449,0.8013328,971.1935
735.9718266957109,0.8014616,1246.615
730.3043777381072,0.7968734,1375.964
724.6649016937712,0.7783173,1302.542
719.0533601706451,0.7942864,1047.301
713.4697144245738,0.807012,702.9683
707.913925359005,0.8138951,387.5577
702.3859535247094,0.7946736,180.5083
696.8857591195074,0.7628604,82.45921
691.4133019880136,0.7330317,46.33212
685.9685416213866,0.6971667,34.23514
680.5514371571012,0.6671744,28.37582
675.1619473787198,0.6743085,24.51684
669.8000307156931,0.6737694,21.78296
664.4656452431566,0.6775643,20.13515
659.1587486817559,0.6812841,19.70181
653.8792983974703,0.6915489,20.34663
648.6272514014638,0.6931434,21.84983
643.4025643499396,0.6936199,23.7499
638.2051935440086,0.7069765,25.49896
633.035094929582,0.7219199,26.47467
627.8922240972637,0.7199397,26.50112
622.7765362822644,0.7383295,25.696
617.6879863643322,0.7619151,24.26847
612.6265288676877,0.7753841,22.47971
607.5921179609829,0.7666733,20.63906
602.5847074572744,0.7560773,19.02232
597.6042508139999,0.7598989,17.89817
592.6507011329843,0.7664444,17.193
587.7240111604542,0.7787399,16.79248
582.8241332870607,0.808224,16.50694
577.9510195479293,0.8415285,16.17884
573.1046216227213,0.8520535,15.82221
568.2848908357025,0.8235582,15.46996
563.4917781558395,0.8020795,15.22289
558.7252341969037,0.801665,15.08746
553.9852092175938,0.8090066,14.98692
549.271653121675,0.8170897,15.00817
544.5845154581343,0.8394588,15.25217
